"Кандидат","Графік","% ЗА","Голосів ЗА","tvo","candidate_url","percent_counted"
"Пєєв Михайло Михайлович, самовисування",NA,"0,14","110","81","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21399.html","100,00"
"Нікітіна Марина Вікторівна, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"40,43","29 587","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21005.html","100,00"
"Кривохатько Вадим Вікторович, самовисування",NA,"20,96","15 343","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15131.html","100,00"
"Люцканов Володимир Петрович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"18,14","13 279","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19556.html","100,00"
"Марич Геннадій Вікторович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"4,31","3 158","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21582.html","100,00"
"Васюк Анатолій Григорович, самовисування",NA,"3,66","2 680","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15232.html","100,00"
"Інюшев Сергій Олександрович, Політична партія ""Європейська Солідарність""",NA,"2,86","2 099","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18793.html","100,00"
"Бурма Сергій Ігорович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"2,70","1 979","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19330.html","100,00"
"Клименко Юлія Михайлівна, самовисування",NA,"1,88","1 377","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19893.html","100,00"
"Бабурін Олексій Олексійович, самовисування",NA,"1,32","971","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20229.html","100,00"
"Литвиненко Сергій Іванович, самовисування",NA,"0,85","623","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17222.html","100,00"
"Зайцев Олександр Миколайович, самовисування",NA,"0,81","594","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20226.html","100,00"
"Жовніренко Микола Анатолійович, самовисування",NA,"0,57","423","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17203.html","100,00"
"Чечель Андрій Вячеславович, самовисування",NA,"0,44","324","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17590.html","100,00"
"Банчук Ярослав Арсенійович, Політична Партія ""ПАТРІОТ""",NA,"0,42","314","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21564.html","100,00"
"Гасько Артем Михайлович, самовисування",NA,"0,41","301","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17198.html","100,00"
"Росіхін Дмитро Сергійович, самовисування",NA,"0,16","122","82","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17199.html","100,00"
"Савчук Оксана Василівна, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"46,67","35 439","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16118.html","100,00"
"Сторожук Андрій Леонідович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"23,71","18 007","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21026.html","100,00"
"Петечел Олексій Юрійович, Політична партія ""Європейська Солідарність""",NA,"12,49","9 488","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18810.html","100,00"
"Баранкевич Галина Євгенівна, Політична Партія ""ГОЛОС""",NA,"8,50","6 461","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18938.html","100,00"
"Волгін Андріан Вікторович, самовисування",NA,"3,15","2 392","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18399.html","100,00"
"Гарасимко Іван Михайлович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"1,85","1 407","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15663.html","100,00"
"Вінтоняк Віктор Михайлович, самовисування",NA,"1,20","918","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17720.html","100,00"
"Курпіль Олег Михайлович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"1,19","906","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21581.html","100,00"
"Тітов Володимир Дмитрович, самовисування",NA,"0,60","457","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17000.html","100,00"
"Сав’юк Тарас Богданович, Аграрна партія України",NA,"0,59","451","83","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21651.html","100,00"
"Фріс Ігор Павлович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"22,00","17 870","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21035.html","100,00"
"Іваськів Андрій Степанович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"14,36","11 665","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19312.html","100,00"
"Довбенко Михайло Володимирович, Політична партія ""Європейська Солідарність""",NA,"12,88","10 462","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18824.html","100,00"
"Вірастюк Роман Ярославович, самовисування",NA,"11,06","8 984","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15199.html","100,00"
"Попович Василь Борисович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"9,54","7 748","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21590.html","100,00"
"Гергелюк Володимир Іванович, Політична Партія ""ГОЛОС""",NA,"6,74","5 479","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17042.html","100,00"
"Станіславський Богдан Миколайович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"6,23","5 066","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15665.html","100,00"
"Магаль Володимир Васильович, самовисування",NA,"5,32","4 325","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21654.html","100,00"
"Ткач Роман Володимирович, самовисування",NA,"4,30","3 495","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20242.html","100,00"
"Карвацький Руслан Миколайович, самовисування",NA,"2,44","1 982","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19910.html","100,00"
"Московчук Ярослав Михайлович, самовисування",NA,"1,69","1 379","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20584.html","100,00"
"Сатур Дмитро Юрійович, самовисування",NA,"1,35","1 102","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18390.html","100,00"
"Іванків Марія Йосипівна, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,85","696","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21595.html","100,00"
"Воробій Володимир Дмитрович, Аграрна партія України",NA,"0,42","345","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21568.html","100,00"
"Куриляк Мирослав Мирославович, ПОЛІТИЧНА ПАРТІЯ ""РАЗОМ СИЛА""",NA,"0,42","344","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21321.html","100,00"
"Куйбіда Віталій Євстафійович, самовисування",NA,"0,31","257","84","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15259.html","100,00"
"Прощук Едуард Петрович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"30,65","21 264","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21046.html","100,00"
"Шевченко Віктор Леонідович, самовисування",NA,"28,98","20 110","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17260.html","100,00"
"Насалик Ігор Степанович, самовисування",NA,"24,13","16 746","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20260.html","100,00"
"Кобильник Роман Васильович, Політична Партія ""ГОЛОС""",NA,"6,84","4 750","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19055.html","100,00"
"Гресько Михайло Романович, самовисування",NA,"4,61","3 201","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15749.html","100,00"
"Кінаш Віталій Іванович, самовисування",NA,"2,31","1 604","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17243.html","100,00"
"Чумичкін Анатолій Станіславович, самовисування",NA,"0,83","580","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17256.html","100,00"
"Мельник Мирослав Васильович, Аграрна партія України",NA,"0,76","534","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21684.html","100,00"
"Кредісов Вячеслав Анатолійович, самовисування",NA,"0,42","295","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18753.html","100,00"
"Попадин Олександр Володимирович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,41","289","85","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21602.html","100,00"
"Матусевич Олександр Борисович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"27,75","18 487","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21053.html","100,00"
"Дирів Анатолій Борисович, самовисування",NA,"26,70","17 787","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17066.html","100,00"
"Понайда Олег Володимирович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"13,90","9 264","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21604.html","100,00"
"Виноградник Тарас Теофілович, Політична партія ""Народний Рух України""",NA,"6,10","4 063","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16156.html","100,00"
"Дзеса Остап Васильович, Політична партія ""Європейська Солідарність""",NA,"4,86","3 241","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18833.html","100,00"
"Данилів Іван Іванович, самовисування",NA,"4,75","3 169","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15187.html","100,00"
"Макота Галина Зенонівна, самовисування",NA,"4,67","3 116","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18832.html","100,00"
"Кузь Андрій Петрович, Політична Партія ""ГОЛОС""",NA,"3,27","2 181","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19105.html","100,00"
"Скрипко Василь Дмитрович, самовисування",NA,"3,18","2 120","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15841.html","100,00"
"Покришка Іван Дмитрович, самовисування",NA,"2,30","1 533","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16977.html","100,00"
"Матвєєва Тетяна Євгенівна, Аграрна партія України",NA,"1,74","1 159","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21532.html","100,00"
"Филюк Любов Степанівна, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,47","319","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21605.html","100,00"
"Полуектов Юрій Євгенович, Політична Партія ""ПАТРІОТ""",NA,"0,24","166","86","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21574.html","100,00"
"Андрійович Зіновій Мирославович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"37,80","23 864","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21063.html","100,00"
"Іваночко Михайло Степанович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"13,40","8 463","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17750.html","100,00"
"Голіней Юрій Дмитрович, Політична партія ""Європейська Солідарність""",NA,"10,26","6 480","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18827.html","100,00"
"Писклинець Ігор Дмитрович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"10,13","6 401","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19321.html","100,00"
"Никорович Святослав Ігорович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"8,20","5 177","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15786.html","100,00"
"Тищенко Володимир Олегович, Політична Партія ""ГОЛОС""",NA,"8,10","5 114","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19093.html","100,00"
"Марцінковський Роман Анатолійович, Політична партія ""Сила Людей""",NA,"2,93","1 856","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20245.html","100,00"
"Голинський Андрій Миколайович, ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДА І ЗАКОН""",NA,"2,41","1 527","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15792.html","100,00"
"Войташек Іван Іванович, самовисування",NA,"2,39","1 510","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17253.html","100,00"
"Росипайло Ігор Ярославович, самовисування",NA,"1,48","935","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17916.html","100,00"
"Андрійович Михайло Васильович, самовисування",NA,"1,13","716","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17200.html","100,00"
"Тимчишин Михайло Дмитрович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,92","584","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21609.html","100,00"
"Сав’юк Ростислав Маркіянович, Аграрна партія України",NA,"0,79","505","87","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21576.html","100,00"
"Іванчук Андрій Володимирович, самовисування",NA,"44,62","32 179","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21610.html","100,00"
"Шевченко Андрій Леонідович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"25,46","18 361","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21071.html","100,00"
"Вережак Іван Михайлович, Політична Партія ""ГОЛОС""",NA,"11,05","7 968","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16451.html","100,00"
"Токарчук Олег Володимирович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"7,22","5 210","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15667.html","100,00"
"Аронець Олександр Романович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"3,83","2 764","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21656.html","100,00"
"Тимошенко Юрій Володимирович, самовисування",NA,"1,71","1 234","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20266.html","100,00"
"Стефурак Василь Васильович, самовисування",NA,"1,15","836","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16989.html","100,00"
"Калин Роман Ярославович, самовисування",NA,"1,14","826","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15679.html","100,00"
"Григорчук Мирослав Васильович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"0,97","703","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21340.html","100,00"
"Базюк Тамара Володимирівна, самовисування",NA,"0,67","486","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17694.html","100,00"
"Пак Володимир Геннадійович, самовисування",NA,"0,65","473","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20249.html","100,00"
"Княгницький Тарас Дмитрович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,45","325","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21629.html","100,00"
"Сав’юк Оксана Ярославівна, Аграрна партія України",NA,"0,39","285","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21535.html","100,00"
"Ласійчук Мирослав Дмитрович, політична партія ""Громадянська позиція""",NA,"0,39","284","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18700.html","100,00"
"Крутчак Василь Васильович, самовисування",NA,"0,23","172","88","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15240.html","100,00"
"Тимофійчук Володимир Ярославович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"18,20","11 856","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21083.html","100,00"
"Сіреджук Дмитро Дмитрович, самовисування",NA,"17,67","11 508","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17725.html","100,00"
"Соловей Юрій Ігорович, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",NA,"14,83","9 658","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19855.html","100,00"
"Книшук Петро Васильович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"10,27","6 690","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19075.html","100,00"
"Атаманюк Олег Юрійович, самовисування",NA,"7,36","4 798","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18690.html","100,00"
"Басараб Сергій Михайлович, Політична партія ""Європейська Солідарність""",NA,"7,30","4 758","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18836.html","100,00"
"Сав’юк Любомир Маркіянович, самовисування",NA,"6,21","4 049","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20610.html","100,00"
"Томаш Володимир Любомирович, політична партія ""Громадянська позиція""",NA,"4,77","3 111","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18713.html","100,00"
"Матейчук Роман Степанович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"4,64","3 022","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21670.html","100,00"
"Зузяк Володимир Олександрович, самовисування",NA,"2,38","1 552","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15323.html","100,00"
"Якібчук Василь Володимирович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"1,30","853","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21222.html","100,00"
"Качкан Віталій Васильович, Політична Партія ""ГОЛОС""",NA,"1,26","826","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17037.html","100,00"
"Бойчук Степан Олексійович, самовисування",NA,"1,08","705","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15760.html","100,00"
"Гаврилків Дмитро Романович, ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,"1,04","681","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18725.html","100,00"
"Вольський Ярослав Васильович, самовисування",NA,"0,70","460","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18473.html","100,00"
"Мосейчук Тарас Русланович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,31","206","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21463.html","100,00"
"Трушик Наталія Ярославівна, Політична Партія ""ПАТРІОТ""",NA,"0,30","197","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21584.html","100,00"
"Реведжук Роман Петрович, самовисування",NA,"0,28","188","89","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20043.html","100,00"
"Бабенко Микола Вікторович, Політична Партія ""Біла Церква разом""",NA,"28,23","20 277","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15353.html","100,00"
"Нестерчук Юрій Вікторович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"16,00","11 499","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21091.html","100,00"
"Бігарі Наталія Володимирівна, Політична Партія ""ГОЛОС""",NA,"9,22","6 625","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19115.html","100,00"
"Дашкевич Микола Володимирович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"5,56","3 997","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18485.html","100,00"
"Мепарішвілі Хвича Нодарович, Політична партія ""Європейська Солідарність""",NA,"5,49","3 948","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18857.html","100,00"
"Киришун Дмитро Володимирович, Аграрна партія України",NA,"4,79","3 445","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17658.html","100,00"
"Кошель Вадим Олегович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"4,41","3 172","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16122.html","100,00"
"Поляруш Олександр Олексійович, ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,"4,36","3 137","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18479.html","100,00"
"Санін Володимир Миколайович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"3,68","2 650","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19559.html","100,00"
"Браславський Руслан Георгійович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"3,14","2 261","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19086.html","100,00"
"Ганжа Володимир Михайлович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"2,85","2 051","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18847.html","100,00"
"Бабенко Микола Миколайович, самовисування",NA,"2,71","1 947","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20445.html","100,00"
"Яременко Ярослав Вікторович, самовисування",NA,"2,51","1 807","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17207.html","100,00"
"Литвинов Олександр Володимирович, самовисування",NA,"1,75","1 263","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20384.html","100,00"
"Дикий Артем Валерійович, самовисування",NA,"1,64","1 180","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20400.html","100,00"
"Савченко Петро Петрович, самовисування",NA,"0,88","638","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20023.html","100,00"
"Бондик Валерій Анатолійович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,71","510","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21471.html","100,00"
"Архіпов Віталій Вікторович, ПОЛІТИЧНА ПАРТІЯ ""ГРОМАДСЬКО-ПОЛІТИЧНА ПЛАТФОРМА НАДІЇ САВЧЕНКО""",NA,"0,61","444","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21124.html","100,00"
"Расторгуєв Олександр Валерійович, самовисування",NA,"0,52","376","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17297.html","100,00"
"Бут Юрій Олександрович, ПОЛІТИЧНА ПАРТІЯ ""СПРАВЖНІ ДІЇ""",NA,"0,30","218","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16429.html","100,00"
"Авраменко Олексій Сергійович, самовисування",NA,"0,16","122","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18466.html","100,00"
"Магомедов Мурад Гамідович, самовисування",NA,"0,14","101","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18470.html","100,00"
"Костіков Володимир Володимирович, Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",NA,"0,10","79","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19870.html","100,00"
"Гайдамачук Володимир Анатолійович, самовисування",NA,"0,10","78","90","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20461.html","100,00"
"Дунда Олег Андрійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"35,00","24 486","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20823.html","100,00"
"Сольвар Руслан Миколайович, самовисування",NA,"15,23","10 661","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15134.html","100,00"
"Бойко Віктор Олексійович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"11,02","7 714","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18894.html","100,00"
"Нетяжук Михайло Володимирович, самовисування",NA,"6,31","4 416","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16992.html","100,00"
"Майсак Лариса Дмитрівна, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"4,04","2 831","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21288.html","100,00"
"Лисенко Микита Олександрович, Політична Партія ""ГОЛОС""",NA,"3,74","2 622","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18949.html","100,00"
"Нестеренко Олег Олександрович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"3,32","2 329","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19515.html","100,00"
"Кріпак Андрій Петрович, самовисування",NA,"3,25","2 275","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18407.html","100,00"
"Ерікян Давід Мартікович, самовисування",NA,"2,66","1 865","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19827.html","100,00"
"Синиця Микола Іванович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"2,24","1 572","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17598.html","100,00"
"Бойко Андрій Васильович, самовисування",NA,"1,87","1 313","91","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18404.html","100,00"
