"Кандидат","Графік","% ЗА","Голосів ЗА","tvo","candidate_url","percent_counted"
"Пашковський Максим Ігорович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"26,62","21 582","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21027.html","100,00"
"Кудлаєнко Сергій Володимирович, самовисування",NA,"15,11","12 249","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19890.html","100,00"
"Гижко Андрій Петрович, Політична партія ""Європейська Солідарність""",NA,"11,12","9 018","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18708.html","100,00"
"Бевз Світлана Володимирівна, самовисування",NA,"10,85","8 802","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17306.html","100,00"
"Кістіон Володимир Євсевійович, самовисування",NA,"9,58","7 765","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15335.html","100,00"
"Ковальов Андрій Євгенійович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"6,90","5 595","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21186.html","100,00"
"Горлачов Ігор Ярославович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"4,81","3 905","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19530.html","100,00"
"Давиденко Ганна Віталіївна, самовисування",NA,"4,29","3 479","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20274.html","100,00"
"Приходько Анастасія Костянтинівна, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"3,75","3 046","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19319.html","100,00"
"Скрипченко Валерій Володимирович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"2,74","2 228","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21541.html","100,00"
"Шулікін Олег Миколайович, самовисування",NA,"1,89","1 537","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18816.html","100,00"
"Лепей Олена Володимирівна, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"1,32","1 070","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21393.html","100,00"
"Хаджинов Максим Геннадійович, самовисування",NA,"0,95","774","11","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17595.html","100,00"
"Драбовський Анатолій Григорович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"33,22","26 541","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21045.html","100,00"
"Верлан-Кульшенко Олена Олександрівна, Політична партія ""Європейська Солідарність""",NA,"13,12","10 486","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18701.html","100,00"
"Ваколюк Людмила Євгенівна, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"10,41","8 320","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19292.html","100,00"
"Марцинковський Леонід Васильович, самовисування",NA,"9,90","7 913","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16951.html","100,00"
"Кривешко Сергій Сергійович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"7,41","5 920","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19348.html","100,00"
"Околіта Володимир Олександрович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"5,59","4 466","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17600.html","100,00"
"Грушко Сергій Сергійович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"4,92","3 937","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19541.html","100,00"
"Базелюк Володимир Васильович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"4,88","3 900","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17564.html","100,00"
"Галіцька Вікторія Вікторівна, самовисування",NA,"3,36","2 685","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17445.html","100,00"
"Мазуренко Денис Анатолійович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"1,98","1 588","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21401.html","100,00"
"Павленко Юрій Євгенійович, Політична Партія ""ПАТРІОТ""",NA,"1,66","1 327","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21624.html","100,00"
"Покорук Неля Миколаївна, Аграрна партія України",NA,"1,09","878","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21628.html","100,00"
"Білошкурський Олександр Валерійович, самовисування",NA,"1,05","841","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20355.html","100,00"
"Руденко Сергій Васильович, самовисування",NA,"0,97","775","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17589.html","100,00"
"Головін Ігор Володимирович, ПОЛІТИЧНА ПАРТІЯ ""СВІДОМА НАЦІЯ""",NA,"0,37","300","12","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20391.html","100,00"
"Юрчишин Петро Васильович, самовисування",NA,"36,41","26 742","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15672.html","100,00"
"Максименко Юрій Володимирович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"27,27","20 033","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21036.html","100,00"
"Колесник Ірина Миколаївна, Політична Партія ""ГОЛОС""",NA,"8,55","6 284","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19076.html","100,00"
"Крученюк Олександр Васильович, Політична партія ""Європейська Солідарність""",NA,"8,44","6 204","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18718.html","100,00"
"Бойко Юрій Іванович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"4,98","3 664","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18858.html","100,00"
"Матвіюк Сергій Анатолійович, самовисування",NA,"4,29","3 154","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18447.html","100,00"
"Стахов Валерій Іванович, самовисування",NA,"3,68","2 705","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16475.html","100,00"
"Реп’ях Олександр Анатолійович, самовисування",NA,"2,21","1 625","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15243.html","100,00"
"Москалюк Андрій Петрович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"1,76","1 299","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19379.html","100,00"
"Вербецький Андрій Олегович, самовисування",NA,"0,87","645","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17928.html","100,00"
"Яремчук Юрій Якович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"0,85","630","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21416.html","100,00"
"Побережний Олег Володимирович, ПОЛІТИЧНА ПАРТІЯ ""СОЦІАЛЬНА СПРАВЕДЛИВІСТЬ""",NA,"0,61","454","13","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19888.html","100,00"
"Борзова Ірина Наумівна, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"30,09","23 816","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21044.html","100,00"
"Щербаківська Людмила Михайлівна, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"14,18","11 227","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19325.html","100,00"
"Кушнір Анатолій Петрович, самовисування",NA,"13,75","10 888","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17055.html","100,00"
"Мельничук Іван Іванович, Політична партія ""Європейська Солідарність""",NA,"12,78","10 121","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18726.html","100,00"
"Лутковська Світлана Михайлівна, самовисування",NA,"5,49","4 352","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15827.html","100,00"
"Брояка Вадим Францович, самовисування",NA,"3,66","2 897","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17988.html","100,00"
"Мартинюк Анатолій Григорович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"3,62","2 870","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19314.html","100,00"
"Кінщак Володимир Андрійович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"2,77","2 193","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19393.html","100,00"
"Дикий Микола Борисович, самовисування",NA,"2,53","2 007","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15364.html","100,00"
"Сімакова Наталя Михайлівна, самовисування",NA,"2,40","1 900","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16128.html","100,00"
"Дунайчук Альона Вікторівна, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"1,79","1 423","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21423.html","100,00"
"Швець Борис Степанович, Політична партія ""Об’єднання ""САМОПОМІЧ""",NA,"1,34","1 061","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17677.html","100,00"
"Середа Віталій Вікторович, самовисування",NA,"1,31","1 038","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18272.html","100,00"
"Юхимчук Анатолій Петрович, самовисування",NA,"1,21","963","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19049.html","100,00"
"Кривак Іван Васильович, самовисування",NA,"1,12","893","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20472.html","100,00"
"Ткачук Віталій Миколайович, самовисування",NA,"1,06","846","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17345.html","100,00"
"Слівінський Анатолій Михайлович, самовисування",NA,"0,80","641","14","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17463.html","100,00"
"Білозір Лариса Миколаївна, самовисування",NA,"35,87","26 143","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17007.html","100,00"
"Пращук Віталій Юрійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"30,67","22 356","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21056.html","100,00"
"Копера Дмитро Васильович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"11,35","8 276","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19322.html","100,00"
"Спориш Іван Дмитрович, самовисування",NA,"4,59","3 351","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21617.html","100,00"
"Соляник Вадим Сергійович, самовисування",NA,"4,54","3 313","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19517.html","100,00"
"Івасько Василь Леонідович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"3,73","2 721","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21548.html","100,00"
"Лунько Олександр Олександрович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"3,05","2 227","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19387.html","100,00"
"Мельник Павло Олегович, самовисування",NA,"2,39","1 743","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19987.html","100,00"
"Черкевич Олексій Анатолійович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"2,09","1 525","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21437.html","100,00"
"Тітов Сергій Олександрович, самовисування",NA,"1,25","913","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18800.html","100,00"
"Романюк Володимир Васильович, самовисування",NA,"0,42","307","15","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17429.html","100,00"
"Вацак Геннадій Анатолійович, самовисування",NA,"32,65","20 557","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15858.html","100,00"
"Томляк Таїса Сергіївна, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"25,40","15 991","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21079.html","100,00"
"Македон Юрій Миколайович, самовисування",NA,"15,56","9 797","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17148.html","100,00"
"Василишен Володимир Миколайович, Аграрна партія України",NA,"7,05","4 439","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21573.html","100,00"
"Вдовцов Михайло Михайлович, Політична партія ""Європейська Солідарність""",NA,"5,28","3 328","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18705.html","100,00"
"Галета Роксолана Ігорівна, самовисування",NA,"3,27","2 064","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21596.html","100,00"
"Сірант Володимир Володимирович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"2,99","1 888","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19293.html","100,00"
"Антонець Тетяна Іванівна, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"2,33","1 467","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21451.html","100,00"
"Воліковський Валентин Михайлович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"1,72","1 087","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21554.html","100,00"
"Склярук Олександр Вікторович, самовисування",NA,"1,34","847","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18411.html","100,00"
"Марина Віталій Валерійович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"1,13","715","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21303.html","100,00"
"Клопотовський Віталій Павлович, самовисування",NA,"0,63","397","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15139.html","100,00"
"Наконечний Анатолій Володимирович, самовисування",NA,"0,35","224","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20381.html","100,00"
"Маринюк Сергій Іванович, самовисування",NA,"0,22","144","16","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15853.html","100,00"
"Кучер Микола Іванович, самовисування",NA,"34,96","27 997","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16990.html","100,00"
"Коваль Олександр Леонідович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"25,63","20 522","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21090.html","100,00"
"Красніцький Андрій Володимирович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"23,65","18 941","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19326.html","100,00"
"Зарічанський Володимир Анатолійович, самовисування",NA,"7,10","5 689","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17943.html","100,00"
"Грамарчук Олександр Леонідович, Політична партія ""Європейська Солідарність""",NA,"4,83","3 871","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18717.html","100,00"
"Пигуля Віктор Миколайович, Політична партія ""ОПОЗИЦІЙНИЙ БЛОК""",NA,"2,10","1 687","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21465.html","100,00"
"Жилінський Андрій Іванович, самовисування",NA,"1,17","939","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21417.html","100,00"
"Петришин Богдан Сергійович, самовисування",NA,"0,27","220","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21634.html","100,00"
"Дадочкін Дмитро Олександрович, самовисування",NA,"0,24","197","17","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20320.html","100,00"
"Мейдич Олег Леонідович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"30,61","23 240","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19337.html","100,00"
"Довгань Павло Олегович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"16,92","12 850","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21103.html","100,00"
"Демчак Руслан Євгенійович, самовисування",NA,"15,94","12 101","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19907.html","100,00"
"Зелінський Андрій Васильович, самовисування",NA,"7,95","6 037","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19919.html","100,00"
"Калетнік Григорій Миколайович, самовисування",NA,"7,42","5 633","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15816.html","100,00"
"Кременюк Михайло Володимирович, ПОЛІТИЧНА ПАРТІЯ ""РАДИКАЛЬНА ПАРТІЯ ОЛЕГА ЛЯШКА""",NA,"4,92","3 740","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18389.html","100,00"
"Михайленко Петро Миколайович, самовисування",NA,"2,77","2 109","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15699.html","100,00"
"Вигонюк Андрій Володимирович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"2,66","2 020","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21571.html","100,00"
"Антонюк Микола Павлович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"2,60","1 980","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19373.html","100,00"
"Демчак Руслан Дмитрович, самовисування",NA,"2,55","1 941","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16969.html","100,00"
"Смотрич Сергій Георгійович, ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ""",NA,"2,09","1 592","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21325.html","100,00"
"Король Олександр Васильович, самовисування",NA,"1,34","1 024","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17322.html","100,00"
"Павлюк Сергій Миколайович, самовисування",NA,"0,88","675","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=16986.html","100,00"
"Грусевич Віталій Олегович, самовисування",NA,"0,67","512","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19999.html","100,00"
"Лавровський Михайло Ігорович, ПОЛІТИЧНА ПАРТІЯ ""РОЗВИТОК""",NA,"0,59","455","18","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20303.html","100,00"
"Гузь Ігор Володимирович, самовисування",NA,"59,69","41 106","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15710.html","100,00"
"Мисковець Назар Сергійович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"16,52","11 380","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21038.html","100,00"
"Юнак Микола Петрович, самовисування",NA,"8,30","5 718","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15845.html","100,00"
"Згоранець Василь Володимирович, самовисування",NA,"7,66","5 280","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15821.html","100,00"
"Григоренко Сергій Анатолійович, Політична партія ""Європейська Солідарність""",NA,"3,19","2 201","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18730.html","100,00"
"Конєва Ірина Василівна, самовисування",NA,"2,62","1 808","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20614.html","100,00"
"Голигін Віталій Володимирович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"1,97","1 363","19","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19428.html","100,00"
"Рубльов Вячеслав Володимирович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"42,14","36 093","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21043.html","100,00"
"Мартиняк Сергій Васильович, самовисування",NA,"20,73","17 752","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15640.html","100,00"
"Козюра Андрій Григорович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"14,13","12 102","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19324.html","100,00"
"Твердохліб Олена Олегівна, самовисування",NA,"6,49","5 562","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15823.html","100,00"
"Цейко Юрій Феодосійович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"5,27","4 516","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21579.html","100,00"
"Мирка Іван Іванович, Політична партія ""Європейська Солідарність""",NA,"5,15","4 411","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18741.html","100,00"
"Ваврищук Вадим Петрович, самовисування",NA,"2,65","2 275","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18283.html","100,00"
"Саєвич Володимир Михайлович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"1,92","1 647","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19431.html","100,00"
"Пудлік Віталій Георгійович, самовисування",NA,"1,48","1 274","20","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20341.html","100,00"
"Івахів Степан Петрович, самовисування",NA,"44,88","33 560","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17352.html","100,00"
"Лев Андрій Миколайович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"25,22","18 862","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21068.html","100,00"
"Сінчук Богдан Володимирович, політична партія Всеукраїнське об’єднання ""Батьківщина""",NA,"8,62","6 445","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19335.html","100,00"
"Поліщук Юрій Петрович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"8,44","6 314","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21556.html","100,00"
"Мовчан Віктор Вікторович, самовисування",NA,"3,83","2 868","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20448.html","100,00"
"Горішний Василь Олександрович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"3,27","2 452","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19438.html","100,00"
"Калюжний Олексндр Володимирович, самовисування",NA,"2,36","1 769","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17462.html","100,00"
"Місірук Олег Миколайович, самовисування",NA,"2,04","1 529","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15124.html","100,00"
"Дем’янчук Віталій Юрійович, ПОЛІТИЧНА ПАРТІЯ ""РАЗОМ СИЛА""",NA,"1,29","967","21","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21211.html","100,00"
"Палиця Ігор Петрович, самовисування",NA,"37,17","29 157","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15325.html","100,00"
"Пісачук Сергій Васильович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"27,24","21 368","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21055.html","100,00"
"Моклиця Юрій Володимирович, Політична партія ""Європейська Солідарність""",NA,"8,78","6 891","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=18754.html","100,00"
"Федік Микола Миколайович, політична партія Всеукраїнське об’єднання ""Свобода""",NA,"7,57","5 939","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21565.html","100,00"
"Шкітер Тарас Ігорович, самовисування",NA,"4,62","3 625","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17610.html","100,00"
"Данильчук Павло Петрович, політична партія ""Громадянська позиція""",NA,"4,42","3 472","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17664.html","100,00"
"Адамчук Сергій Миколайович, самовисування",NA,"3,04","2 391","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20478.html","100,00"
"Бабаханов Руслан Олексійович, Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ""",NA,"2,77","2 180","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=19362.html","100,00"
"Климук Дмитро Миколайович, Політична партія ""Народний Рух України""",NA,"2,02","1 590","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21284.html","100,00"
"Глазунов Дмитро Борисович, самовисування",NA,"1,24","974","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=20446.html","100,00"
"Панасюк Вячеслав Віталійович, самовисування",NA,"1,06","838","22","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=15317.html","100,00"
"Констанкевич Ірина Мирославівна, самовисування",NA,"48,94","38 672","23","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=17432.html","100,00"
"Приймачук Максим Петрович, ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ""",NA,"31,23","24 678","23","https://www.cvk.gov.ua/pls/vnd2019/wp407pt001f01=919pf7201=21051.html","100,00"
