"","deputat","partia","perc_for","votes_for","year","tvo","oblast","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"2042","Чернецький Микола Владиславович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",13.35,9787,2014,149,"Полтавська область",152,"Порошенко",50.8050524712255,48025
"2043","Кулик Олександр Васильович","Політична партія ""Воля""",13.27,9732,2014,149,"Полтавська область",152,"NA",0,0
"2044","Русін Олександр Миколайович","Радикальна Партія Олега Ляшка",8.23,6035,2014,149,"Полтавська область",152,"Ляшко",13.0247122545701,12312
"2045","Супрун Геннадій Іванович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.31,3159,2014,149,"Полтавська область",152,"Тимошенко",17.5609343263372,16600
"2046","Слєпцов Володимир Анатолійович","Політична партія ""НОВА ПОЛІТИКА""",3.89,2858,2014,149,"Полтавська область",152,"NA",0,0
"2047","Шкарбан Анатолій Миколайович","самовисування",3.61,2653,2014,149,"Полтавська область",152,"NA",0,0
"2048","Наконечний Олександр Сергійович","самовисування",2.91,2135,2014,149,"Полтавська область",152,"NA",0,0
"2049","Іванов Роман Олександрович","Комуністична партія України",2.28,1676,2014,149,"Полтавська область",152,"Симоненко",1.2969702098849,1226
"2050","Крамаренко Юрій Григорович","Політична партія ""ПРАВИЙ СЕКТОР""",1.52,1116,2014,149,"Полтавська область",152,"Ярош",0.439023358158429,415
"2051","Щука Олег Юрійович","Політична партія ""Опозиційний блок""",1.32,969,2014,149,"Полтавська область",152,"Бойко",0.16926201760325,160
"2052","Кіяниця Альона Віталіївна","самовисування",0.75,551,2014,149,"Полтавська область",152,"NA",0,0
"2053","Славгородський Юрій Сергійович","самовисування",0.37,278,2014,149,"Полтавська область",152,"NA",0,0
"2054","Жеваго Костянтин Валентинович","самовисування",43.81,33482,2014,150,"Полтавська область",151,"NA",0,0
"2055","Капустян Ганна Тимофіївна","політична партія Всеукраїнське об’єднання ""Свобода""",25.82,19730,2014,150,"Полтавська область",151,"Тягнибок",0.990492673628571,847
"2056","Каплін Діонісій Сергійович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",13.15,10049,2014,150,"Полтавська область",151,"Порошенко",57.9724720217979,49574
"2057","Лисенко Олександр Ігорович","Радикальна Партія Олега Ляшка",5.58,4270,2014,150,"Полтавська область",151,"Ляшко",8.1999228187527,7012
"2058","Гузь Тетяна Олегівна","Політична партія ""Опозиційний блок""",3.94,3016,2014,150,"Полтавська область",151,"Бойко",0.216341374995615,185
"2059","Колісник Юрій Олексійович","Комуністична партія України",3.47,2654,2014,150,"Полтавська область",151,"Симоненко",1.71435922023552,1466
"2060","Литвинович Сергій Григорійович","самовисування",1.4,1072,2014,150,"Полтавська область",151,"NA",0,0
"2061","Поздняков Олексій Олексійович","самовисування",1.38,1061,2014,150,"Полтавська область",151,"NA",0,0
"2062","Школовий Ігор Вікторович","самовисування",0.7,539,2014,150,"Полтавська область",151,"NA",0,0
"2063","Мошенець Анатолій Володимирович","самовисування",0.42,322,2014,150,"Полтавська область",151,"NA",0,0
"2064","Руденко Артем Сергійович","самовисування",0.28,216,2014,150,"Полтавська область",151,"NA",0,0
"2065","Кутовий Тарас Вікторович","ПАРТІЯ ""БЛОК ПЕТРА ПОРОШЕНКА""",62.86,48532,2014,151,"Полтавська область",153,"Порошенко",52.5334802976026,47661
