"tvo","candidate","perc_for","votes_for"
"225","Богословська",2.37467253577602,2665
"Zakordony","Богословська",0.356083086053412,114
"1","Бродський",0.0484171322160149,52
"2","Бродський",0.0285473140701023,23
"3","Бродський",0.0936098930876484,95
"4","Бродський",0.0411647844218138,46
"5","Бродський",0.0343008649380267,37
"6","Бродський",0.046220429429808,44
"7","Бродський",0.0362721067499093,33
"8","Бродський",0.0670241286863271,49
"9","Бродський",0.0489252401059338,46
"10","Бродський",0.0426599749058971,51
"11","Бродський",0.0395043720704089,52
"12","Бродський",0.0633379077377811,66
"13","Бродський",0.0834172038915939,92
"14","Бродський",0.0837789661319073,94
"15","Бродський",0.101246315261314,113
"16","Бродський",0.0827066386998857,97
"17","Бродський",0.0696826273065402,77
"18","Бродський",0.14507101618326,148
"19","Бродський",0.0617705087308465,67
"20","Бродський",0.0876658955314745,108
"21","Бродський",0.0604010630587098,70
"22","Бродський",0.0289014809819497,33
"23","Бродський",0.0961276575291988,120
"24","Бродський",0.0289677068004588,25
"25","Бродський",0.0379274379153701,44
"26","Бродський",0.0382177060383976,34
"27","Бродський",0.030189058981874,24
"28","Бродський",0.0327754879078314,33
"29","Бродський",0.0330003960047521,30
"30","Бродський",0.0315816068721577,40
"31","Бродський",0.0522036257790996,66
"32","Бродський",0.0511532038455173,68
"33","Бродський",0.052202878615878,63
"34","Бродський",0.0491615229147321,45
"35","Бродський",0.0449131535079764,52
"36","Бродський",0.0557429742134449,77
"37","Бродський",0.0560847253250577,60
"38","Бродський",0.0412641390358755,51
"39","Бродський",0.058899359886202,53
"40","Бродський",0.039642203699939,39
"41","Бродський",0.0283394887921893,31
"42","Бродський",0.0337154416722859,34
"43","Бродський",0.024132352546857,27
"44","Бродський",0.0215074320126177,27
"45","Бродський",0.0290753280538659,38
"46","Бродський",0.0551571980143409,66
"47","Бродський",0.0462880891882842,47
"48","Бродський",0.0267716113832892,30
"49","Бродський",0.0408570909751226,45
"50","Бродський",0.0380414567341832,45
"51","Бродський",0.040635068063739,42
"52","Бродський",0.0496876774559909,56
"53","Бродський",0.0271068007951328,27
"54","Бродський",0.0422288380735204,40
"55","Бродський",0.0202673260303402,20
"56","Бродський",0.0158455167751204,15
"57","Бродський",0.0208227484362116,25
"58","Бродський",0.0282913678044234,34
"59","Бродський",0.025434371373615,32
"60","Бродський",0.041872826244862,49
"61","Бродський",0.0334835568586994,37
"62","Бродський",0.0462348138310954,47
"63","Бродський",0.0386828149836126,55
"64","Бродський",0.0993917564307316,117
"65","Бродський",0.158797003035567,181
"66","Бродський",0.0984607602254661,109
"67","Бродський",0.0793163684434163,84
"68","Бродський",0.0814833952739631,82
"69","Бродський",0.0848290487767031,82
"70","Бродський",0.142255075315421,107
"71","Бродський",0.0870959861496139,82
"72","Бродський",0.110210890027404,111
"73","Бродський",0.0887255212624374,84
"74","Бродський",0.171468196431949,136
"75","Бродський",0.0426359687691529,48
"76","Бродський",0.0616778127285383,70
"77","Бродський",0.0411719174585399,50
"78","Бродський",0.0318339916288392,27
"79","Бродський",0.0504454513516678,56
"80","Бродський",0.0395595168894917,49
"81","Бродський",0.0390517524473911,44
"82","Бродський",0.0692467492498269,81
"83","Бродський",0.0598328200615926,68
"84","Бродський",0.0304206268293485,37
"85","Бродський",0.0788893748017047,92
"86","Бродський",0.0697653535583784,101
"87","Бродський",0.0468397786820457,64
"88","Бродський",0.072082965167651,62
"89","Бродський",0.0495990741506159,42
"90","Бродський",0.0894977386904691,75
"91","Бродський",0.0480685194895997,66
"92","Бродський",0.069512231194723,47
"93","Бродський",0.101836654006973,85
"94","Бродський",0.0724077414920904,59
"95","Бродський",0.0733027403175113,73
"96","Бродський",0.0802246289610911,106
"97","Бродський",0.0899169392273887,80
"98","Бродський",0.0593375768691337,77
"99","Бродський",0.0746556208457759,93
"100","Бродський",0.0460696803915923,56
"101","Бродський",0.0880880434419009,79
"102","Бродський",0.0744677250110009,66
"103","Бродський",0.0503416707841181,54
"104","Бродський",0.0757724857311553,77
"105","Бродський",0.0312173889775859,35
"106","Бродський",0.0292368274387626,32
"107","Бродський",0.0180827979406884,17
"108","Бродський",0.0559769602076826,69
"109","Бродський",0.0465478502949522,52
"110","Бродський",0.027559850809341,30
"111","Бродський",0.0345001212166421,37
"112","Бродський",0.0453747699156714,53
"113","Бродський",0.0201742672417934,21
"114","Бродський",0.0688114311928164,81
"115","Бродський",0.0642016607955937,76
"116","Бродський",0.0211068897331645,19
"117","Бродський",0.0323915781896707,36
"118","Бродський",0.0271060198934616,23
"119","Бродський",0.0520471894517696,42
"120","Бродський",0.0301289237668161,43
"121","Бродський",0.0425418771603297,56
"122","Бродський",0.0333832395904989,33
"123","Бродський",0.0575516507853251,79
"124","Бродський",0.0300048007681229,45
"125","Бродський",0.0285355553019062,35
"126","Бродський",0.0394851141119798,55
"127","Бродський",0.0307743294747059,39
"128","Бродський",0.0421943754227809,63
"129","Бродський",0.0409311463697794,55
"130","Бродський",0.0431142887938778,48
"131","Бродський",0.0882562277580071,93
"132","Бродський",0.099752561827156,77
"133","Бродський",0.0889809986145996,79
"134","Бродський",0.0677982229728926,57
"135","Бродський",0.0330723374701315,40
"136","Бродський",0.0465139880247624,55
"137","Бродський",0.0425262395946435,47
"138","Бродський",0.0284650236022487,36
"139","Бродський",0.0725417114841034,58
"140","Бродський",0.093208227179519,75
"141","Бродський",0.0597400816774231,61
"142","Бродський",0.0389753309082016,51
"143","Бродський",0.0619842714911091,64
"144","Бродський",0.0685716625046056,67
"145","Бродський",0.0703093611892326,63
"146","Бродський",0.0613699664825568,52
"147","Бродський",0.0818430682684076,87
"148","Бродський",0.0355384970769586,40
"149","Бродський",0.095287769062569,95
"150","Бродський",0.0815083523668772,91
"151","Бродський",0.0528099282665141,48
"152","Бродський",0.0861668344822245,89
"153","Бродський",0.0940823273219307,89
"154","Бродський",0.0257742023665404,33
"155","Бродський",0.0657254778242238,75
"156","Бродський",0.0722744622704721,96
"157","Бродський",0.0843908232793649,108
"158","Бродський",0.0682406397976082,82
"159","Бродський",0.0485663699404908,79
"160","Бродський",0.0802764301420544,69
"161","Бродський",0.105304852718121,109
"162","Бродський",0.0902275022019807,84
"163","Бродський",0.0906908508935716,85
"164","Бродський",0.0746699249906663,66
"165","Бродський",0.0220923953065934,27
"166","Бродський",0.0588395688925245,82
"167","Бродський",0.0542198537613087,70
"168","Бродський",0.0420257853123442,59
"169","Бродський",0.0743886721622019,86
"170","Бродський",0.0352304955169194,40
"171","Бродський",0.0387024494576565,38
"172","Бродський",0.0371340472795995,56
"173","Бродський",0.035277010574499,41
"174","Бродський",0.037038929191785,29
"175","Бродський",0.030715811965812,23
"176","Бродський",0.0484238953298878,52
"177","Бродський",0.0493745885450955,51
"178","Бродський",0.0527029796703136,54
"179","Бродський",0.0472077976173947,51
"180","Бродський",0.056886660560189,59
"181","Бродський",0.072416965141996,74
"182","Бродський",0.0628235704729219,54
"183","Бродський",0.0426628905469927,47
"184","Бродський",0.0602759542779489,55
"185","Бродський",0.0687352710133543,77
"186","Бродський",0.0779677803415832,74
"187","Бродський",0.0789714755030483,75
"188","Бродський",0.0891632373113855,65
"189","Бродський",0.0787532123020807,57
"190","Бродський",0.0498004425125035,70
"191","Бродський",0.108137334414707,104
"192","Бродський",0.130888801841997,137
"193","Бродський",0.104790680615471,120
"194","Бродський",0.0973874330461398,98
"195","Бродський",0.0633115029735649,61
"196","Бродський",0.135561160151324,129
"197","Бродський",0.0871887590745143,95
"198","Бродський",0.0738501935148589,54
"199","Бродський",0.0909387678962832,78
"200","Бродський",0.076837776244903,88
"201","Бродський",0.0650353629786196,56
"202","Бродський",0.0719749748548966,78
"203","Бродський",0.0938625392690215,98
"204","Бродський",0.0456849670101825,52
"205","Бродський",0.0813141683778234,99
"206","Бродський",0.13493579114684,118
"207","Бродський",0.0842701665680526,94
"208","Бродський",0.0541686450482502,81
"209","Бродський",0.109627016129032,87
"210","Бродський",0.0974244960155879,78
"211","Бродський",0.0613953862876927,61
"212","Бродський",0.0999584331268186,101
"213","Бродський",0.0986637496514596,92
"214","Бродський",0.127223019245865,141
"215","Бродський",0.0870530856412632,156
"216","Бродський",0.0797720199639976,152
"217","Бродський",0.086000955566173,153
"218","Бродський",0.0934201102357301,150
"219","Бродський",0.0841667491830874,51
"220","Бродський",0.0977919604714602,95
"221","Бродський",0.0819796039396723,141
"222","Бродський",0.0999007197815835,161
"223","Бродський",0.112938050157781,136
"224","Бродський",0.038077002578357,35
"225","Бродський",0.037424482740185,42
"Zakordony","Бродський",0.106200218647509,34
"1","Гриценко",0.5512104283054,592
"2","Гриценко",0.651623473339291,525
"3","Гриценко",0.221707641523378,225
"4","Гриценко",0.654162117659693,731
"5","Гриценко",0.496899016399522,536
"6","Гриценко",0.633429976049414,603
"7","Гриценко",0.566064696248585,515
"8","Гриценко",0.155933687147781,114
"9","Гриценко",0.246753384882101,232
"10","Гриценко",0.24090338770389,288
"11","Гриценко",2.40216970166602,3162
"12","Гриценко",2.52679865262996,2633
"13","Гриценко",0.940256961256336,1037
"14","Гриценко",0.971479500891266,1090
"15","Гриценко",1.01694307806718,1135
"16","Гриценко",0.977132040722361,1146
"17","Гриценко",0.844336250350676,933
"18","Гриценко",0.586165322145875,598
"19","Гриценко",1.29718068334778,1407
"20","Гриценко",0.648565282681927,799
"21","Гриценко",0.773996479480896,897
"22","Гриценко",1.91012515217068,2181
"23","Гриценко",0.439784033196084,549
"24","Гриценко",1.84002873596515,1588
"25","Гриценко",1.72483643792399,2001
"26","Гриценко",2.10759408299986,1875
"27","Гриценко",1.81889080365791,1446
"28","Гриценко",2.16417539852014,2179
"29","Гриценко",1.7743212918555,1613
"30","Гриценко",1.70461723092471,2159
"31","Гриценко",0.576612775650963,729
"32","Гриценко",0.620608723125762,825
"33","Гриценко",0.721725512292535,871
"34","Гриценко",0.898017151909106,822
"35","Гриценко",0.696153879373634,806
"36","Гриценко",0.842660025772076,1164
"37","Гриценко",0.521587945523037,558
"38","Гриценко",1.05183099503212,1300
"39","Гриценко",0.667896514935989,601
"40","Гриценко",1.01545029477536,999
"41","Гриценко",0.280652356748455,307
"42","Гриценко",0.619769148387609,625
"43","Гриценко",0.4236568558226,474
"44","Гриценко",0.362440057990409,455
"45","Гриценко",0.377979264700256,494
"46","Гриценко",0.313393170536028,375
"47","Гриценко",0.430380744154898,437
"48","Гриценко",0.529185518343016,593
"49","Гриценко",0.375885236971128,414
"50","Гриценко",0.262063368613262,310
"51","Гриценко",0.331853055853869,343
"52","Гриценко",0.167695911413969,189
"53","Гриценко",0.146577515410718,146
"54","Гриценко",0.171026794197758,162
"55","Гриценко",0.193552963589749,191
"56","Гриценко",0.126764134200963,120
"57","Гриценко",0.228217322860879,274
"58","Гриценко",0.569155752300754,684
"59","Гриценко",0.755082900154196,950
"60","Гриценко",0.471710205860487,552
"61","Гриценко",0.237099780999439,262
"62","Гриценко",0.189857852540455,193
"63","Гриценко",1.52691620598951,2171
"64","Гриценко",0.969282000747562,1141
"65","Гриценко",0.589566773701111,672
"66","Гриценко",0.715421303656598,792
"67","Гриценко",0.621311552806761,658
"68","Гриценко",0.772104855217918,777
"69","Гриценко",2.3483163502819,2270
"70","Гриценко",1.14202906257894,859
"71","Гриценко",0.970801601716428,914
"72","Гриценко",1.04352833710632,1051
"73","Гриценко",0.569322094767307,539
"74","Гриценко",1.07041543213768,849
"75","Гриценко",1.05346372833782,1186
"76","Гриценко",1.00358612425436,1139
"77","Гриценко",0.934602526308855,1135
"78","Гриценко",1.09532511937747,929
"79","Гриценко",0.358523029249354,398
"80","Гриценко",0.563521281405412,698
"81","Гриценко",0.70204400422469,791
"82","Гриценко",0.527472151693126,617
"83","Гриценко",0.468983721953366,533
"84","Гриценко",2.43282796724438,2959
"85","Гриценко",0.687709549901817,802
"86","Гриценко",0.618908483052545,896
"87","Гриценко",0.780906935214731,1067
"88","Гриценко",0.70339022461982,605
"89","Гриценко",1.07464660659668,910
"90","Гриценко",0.644383718571377,540
"91","Гриценко",1.43185923206899,1966
"92","Гриценко",1.61061318661816,1089
"93","Гриценко",0.799118214384128,667
"94","Гриценко",0.863983898481892,704
"95","Гриценко",1.54036169379537,1534
"96","Гриценко",2.05935108870876,2721
"97","Гриценко",1.08012723246901,961
"98","Гриценко",1.45184408859023,1884
"99","Гриценко",1.57419002665125,1961
"100","Гриценко",1.60914812224919,1956
"101","Гриценко",0.797252545075432,715
"102","Гриценко",0.979363413781042,868
"103","Гриценко",1.09632971929857,1176
"104","Гриценко",1.09525683920488,1113
"105","Гриценко",0.505721701436892,567
"106","Гриценко",0.584736548775251,640
"107","Гриценко",0.280815215078926,264
"108","Гриценко",0.387782419989454,478
"109","Гриценко",0.136958097983225,153
"110","Гриценко",0.207617542763702,226
"111","Гриценко",0.239635977099379,257
"112","Гриценко",0.208039039424682,243
"113","Гриценко",0.419816894507796,437
"114","Гриценко",0.231920008835048,273
"115","Гриценко",0.30495788877907,361
"116","Гриценко",0.237730231731431,214
"117","Гриценко",3.15997840561454,3512
"118","Гриценко",2.84141799839721,2411
"119","Гриценко",3.62967185486269,2929
"120","Гриценко",2.87135650224215,4098
"121","Гриценко",1.41147871006951,1858
"122","Гриценко",1.67017359284587,1651
"123","Гриценко",2.0951714893493,2876
"124","Гриценко",1.40489144929855,2107
"125","Гриценко",1.62489604904854,1993
"126","Гриценко",1.46166713330892,2036
"127","Гриценко",2.13921044117763,2711
"128","Гриценко",1.4017909168235,2093
"129","Гриценко",0.866996100378055,1165
"130","Гриценко",0.786835770488269,876
"131","Гриценко",0.520996441281139,549
"132","Гриценко",0.57001463901232,440
"133","Гриценко",0.515864523613755,458
"134","Гриценко",0.681550557253815,573
"135","Гриценко",1.06492926653824,1288
"136","Гриценко",0.887994316836372,1050
"137","Гриценко",1.09030039811799,1205
"138","Гриценко",0.967810802476457,1224
"139","Гриценко",1.05060409735598,840
"140","Гриценко",0.954452246318275,768
"141","Гриценко",0.898059916363886,917
"142","Гриценко",0.733653287683795,960
"143","Гриценко",1.18738620075156,1226
"144","Гриценко",0.442133704507307,432
"145","Гриценко",1.1774027945181,1055
"146","Гриценко",1.36076098758438,1153
"147","Гриценко",1.42331680793219,1513
"148","Гриценко",1.16566270412424,1312
"149","Гриценко",1.20865012337259,1205
"150","Гриценко",1.01482377177661,1133
"151","Гриценко",0.749240857281169,681
"152","Гриценко",0.684493842459918,707
"153","Гриценко",0.996849827691917,943
"154","Гриценко",2.03147576834459,2601
"155","Гриценко",0.836028077924126,954
"156","Гриценко",1.18198860171501,1570
"157","Гриценко",0.793898856035507,1016
"158","Гриценко",1.01029435017435,1214
"159","Гриценко",1.84982540697388,3009
"160","Гриценко",1.14713855246472,986
"161","Гриценко",0.778676250374364,806
"162","Гриценко",1.67887602311543,1563
"163","Гриценко",1.32515337423313,1242
"164","Гриценко",1.51263166231092,1337
"165","Гриценко",5.21871471353527,6378
"166","Гриценко",1.10503580603034,1540
"167","Гриценко",1.41901102986739,1832
"168","Гриценко",0.906759740722274,1273
"169","Гриценко",1.00424707418973,1161
"170","Гриценко",1.15467949056703,1311
"171","Гриценко",1.12033406324795,1100
"172","Гриценко",0.834189847816717,1258
"173","Гриценко",0.789000456019893,917
"174","Гриценко",0.77143149075304,604
"175","Гриценко",0.765224358974359,573
"176","Гриценко",0.724495972435629,778
"177","Гриценко",0.903264531619099,933
"178","Гриценко",0.584612681898478,599
"179","Гриценко",0.856219858746864,925
"180","Гриценко",0.799305789905028,829
"181","Гриценко",0.994265359246864,1016
"182","Гриценко",1.06800069803967,918
"183","Гриценко",0.696222064883902,767
"184","Гриценко",1.54744813528116,1412
"185","Гриценко",1.55323859173034,1740
"186","Гриценко",0.571061310069434,542
"187","Гриценко",0.98661696728475,937
"188","Гриценко",0.615912208504801,449
"189","Гриценко",0.518113238829479,375
"190","Гриценко",2.4387988133266,3428
"191","Гриценко",1.11360658805914,1071
"192","Гриценко",1.07099523259036,1121
"193","Гриценко",1.19636027035996,1370
"194","Гриценко",0.811893191823431,817
"195","Гриценко",1.52258975183967,1467
"196","Гриценко",2.25304749894914,2144
"197","Гриценко",3.55454804100625,3873
"198","Гриценко",4.06723102802205,2974
"199","Гриценко",2.8692347152917,2461
"200","Гриценко",1.93578806744261,2217
"201","Гриценко",2.70477429245009,2329
"202","Гриценко",4.09334600585027,4436
"203","Гриценко",1.89353306260057,1977
"204","Гриценко",1.65959428235067,1889
"205","Гриценко",0.740862422997947,902
"206","Гриценко",0.569474779585816,498
"207","Гриценко",0.671471859143313,749
"208","Гриценко",3.28355613810998,4910
"209","Гриценко",0.774949596774194,615
"210","Гриценко",0.774399840123904,620
"211","Гриценко",1.13631788719353,1129
"212","Гриценко",2.85029987529938,2880
"213","Гриценко",0.629517620058769,587
"214","Гриценко",3.50991166571926,3890
"215","Гриценко",3.07866585565929,5517
"216","Гриценко",2.74951060915384,5239
"217","Гриценко",2.94707849695062,5243
"218","Гриценко",2.99878553856694,4815
"219","Гриценко",3.92778162854408,2380
"220","Гриценко",2.8812599722065,2799
"221","Гриценко",3.08615416816866,5308
"222","Гриценко",3.11491685281708,5020
"223","Гриценко",3.33831589436971,4020
"224","Гриценко",0.551572580206486,507
"225","Гриценко",0.524833817475451,589
"Zakordony","Гриценко",2.71122911135405,868
"1","Костенко",0.0549348230912477,59
"2","Костенко",0.0397180021844901,32
"3","Костенко",0.0620781396265458,63
"4","Костенко",0.0375852379503517,42
"5","Костенко",0.037082016149218,40
"6","Костенко",0.0294130005462414,28
"7","Костенко",0.0549577374998626,50
"8","Костенко",0.0519778957159271,38
"9","Костенко",0.0861509662734921,81
"10","Костенко",0.055207026348808,66
"11","Костенко",0.2020800571294,266
"12","Костенко",0.199610375900886,208
"13","Костенко",0.380817669939885,420
"14","Костенко",0.46078431372549,517
"15","Костенко",0.694388445376269,775
"16","Костенко",0.606231135212565,711
"17","Костенко",0.487778391145781,539
"18","Костенко",0.488144365265294,498
"19","Костенко",0.504305496653329,547
"20","Костенко",0.544664962052031,671
"21","Костенко",0.579850205363614,672
"22","Костенко",0.16640246625971,190
"23","Костенко",0.852331896758896,1064
"24","Костенко",0.0799508707692664,69
"25","Костенко",0.0801648119574868,93
"26","Костенко",0.0921721145631941,82
"27","Костенко",0.0817620347425754,65
"28","Костенко",0.0874013010875503,88
"29","Костенко",0.0748008976107713,68
"30","Костенко",0.0892180394138454,113
"31","Костенко",0.0854241149112538,108
"32","Костенко",0.0752252997728196,100
"33","Костенко",0.0638035183082953,77
"34","Костенко",0.0884907412465177,81
"35","Костенко",0.125238601128011,145
"36","Костенко",0.0550190394834002,76
"37","Костенко",0.130864359091801,140
"38","Костенко",0.0954738903183002,118
"39","Костенко",0.101129089615932,91
"40","Костенко",0.0945314088229315,93
"41","Костенко",0.0127984788093758,14
"42","Костенко",0.0396652254968069,40
"43","Костенко",0.0277075158871321,31
"44","Костенко",0.039032006245121,49
"45","Костенко",0.0313707486896974,41
"46","Костенко",0.0702000702000702,84
"47","Костенко",0.0344698536508499,35
"48","Костенко",0.0526508357204687,59
"49","Костенко",0.0880697294352642,97
"50","Костенко",0.0879180333412234,104
"51","Костенко",0.0290250486169564,30
"52","Костенко",0.0292802385008518,33
"53","Костенко",0.0582294239302853,58
"54","Костенко",0.0200586980849222,19
"55","Костенко",0.0192539597288232,19
"56","Костенко",0.0179582523451365,17
"57","Костенко",0.0216556583736601,26
"58","Костенко",0.0341160611759224,41
"59","Костенко",0.0429205016929753,54
"60","Костенко",0.0205091393852385,24
"61","Костенко",0.0217190639083456,24
"62","Костенко",0.0255767055235847,26
"63","Костенко",0.161061175113587,229
