"District","9.К-сть виборців, які взяли участь у голосуванні","Богомолець","Бойко","Гриненко","Гриценко","Добкін","Клименко","Коновалюк","Кузьмін","Куйбіда","Ляшко","Маломуж","Порошенко","Рабінович","Саранов","Симоненко","Тимошенко","Тігіпко","Тягнибок","Цушко","Шкіряк","Ярош"
147,330,4,0,3,22,0,0,3,1,0,45,2,198,2,0,0,37,8,5,0,0,0
147,552,6,0,3,21,10,0,0,0,0,62,0,291,6,0,2,115,20,12,0,0,3
147,895,16,0,5,53,10,0,5,1,0,66,0,552,21,0,6,98,35,9,0,0,12
147,374,10,1,3,23,0,0,1,0,0,23,0,237,8,0,6,37,15,4,0,0,3
147,418,7,0,6,20,2,0,4,1,0,44,1,234,8,1,2,67,16,3,0,0,1
147,1206,18,2,0,84,25,0,9,0,0,93,2,652,46,0,8,176,49,16,1,0,8
147,1592,40,0,5,123,9,1,9,1,0,151,1,844,56,0,18,188,81,21,0,0,18
147,1533,27,1,3,96,18,0,7,0,2,161,1,913,35,0,10,160,53,20,2,0,11
147,393,3,0,1,2,6,0,12,2,2,11,0,157,21,3,4,81,75,4,0,2,2
147,716,20,4,1,2,6,3,0,2,1,32,0,123,4,0,7,374,46,8,0,0,35
147,254,8,4,1,2,7,1,0,1,0,20,0,76,17,0,5,65,21,3,0,1,7
147,1440,37,2,0,100,14,0,3,1,0,114,1,811,49,0,15,164,73,22,2,0,17
147,1093,15,0,9,65,14,0,10,1,2,78,2,646,34,0,14,91,49,28,0,0,20
147,1065,29,2,0,63,20,0,8,2,0,75,0,592,41,0,12,104,84,15,0,0,7
147,933,16,2,3,71,21,0,6,2,1,62,1,520,34,1,25,83,57,12,1,0,6
147,1511,25,3,2,92,32,0,6,1,1,130,4,852,46,0,31,127,89,22,0,1,27
147,1020,19,0,3,68,9,0,3,0,0,357,2,410,7,0,5,51,45,12,0,0,18
147,1265,29,0,0,83,20,0,8,0,0,142,2,685,25,0,23,104,88,23,0,1,16
147,1418,34,4,3,104,21,1,5,4,0,98,2,797,56,1,21,120,93,15,0,0,11
147,1239,24,1,6,101,21,0,4,0,1,77,1,696,30,1,23,126,63,18,2,0,17
147,1131,29,1,6,72,19,0,3,0,0,110,0,619,35,2,19,125,50,19,0,0,13
147,838,18,1,5,61,15,0,8,0,0,49,0,483,25,1,5,82,62,7,0,0,7
147,1244,22,4,0,66,15,0,8,1,1,99,3,699,41,1,13,168,55,25,0,0,10
147,1455,34,2,10,133,20,0,7,1,0,150,2,807,25,0,15,136,48,40,0,0,9
147,1160,27,0,6,86,19,1,10,2,0,79,1,650,30,0,28,117,55,19,1,0,15
147,1356,28,0,5,97,20,0,8,3,1,126,0,793,31,1,14,152,40,15,0,0,10
147,877,37,0,5,79,8,0,3,1,1,141,0,407,21,0,6,88,38,11,0,0,18
147,1169,29,2,2,72,15,0,7,0,0,104,1,636,16,0,12,190,34,29,0,0,7
147,1462,41,8,3,96,17,0,3,5,0,172,0,800,30,0,10,161,63,16,1,1,15
147,1409,42,2,1,104,23,0,11,5,1,119,0,793,28,0,16,154,50,19,3,0,12
147,428,4,0,2,30,8,0,0,0,2,38,0,232,5,1,4,65,15,9,0,0,6
147,1414,24,6,5,95,17,0,1,4,0,132,0,813,33,0,16,191,43,18,1,0,8
147,1486,29,1,5,113,27,1,11,1,2,144,1,808,54,2,13,145,67,18,1,1,17
147,1629,58,1,11,145,28,0,8,0,0,132,1,846,44,0,16,200,80,27,1,0,19
147,1547,40,5,10,114,17,2,3,0,1,155,1,874,41,0,15,166,55,18,1,2,17
147,1584,35,3,7,117,18,0,8,1,1,158,2,849,57,0,28,164,86,19,0,0,11
147,1607,29,0,3,128,30,0,19,4,1,132,3,902,50,1,10,171,70,22,2,1,13
147,1409,42,1,5,118,23,1,8,3,0,136,2,763,37,0,22,160,51,13,1,0,8
147,1498,38,6,7,137,27,1,6,4,1,138,2,817,46,1,8,140,67,17,1,0,7
147,1682,49,1,9,132,12,0,5,0,0,145,0,919,64,0,19,185,81,19,1,0,22
147,1556,48,3,1,121,24,0,9,2,0,159,1,862,39,0,8,135,84,23,0,0,10
147,1632,39,1,11,99,21,0,13,3,1,156,0,949,29,0,14,158,68,35,2,0,18
147,1569,35,3,0,117,5,2,6,2,0,144,3,913,63,0,21,156,61,16,0,0,10
147,1362,27,0,1,115,30,0,12,0,3,101,3,736,39,1,20,146,75,22,3,0,8
147,1523,31,4,0,100,22,0,9,1,0,118,4,872,40,1,23,145,92,33,1,1,7
147,1555,29,3,2,93,27,0,7,4,0,138,3,837,60,1,28,195,75,20,1,0,12
147,1542,24,3,6,94,18,1,12,4,1,124,2,867,42,1,27,157,90,21,1,0,10
147,1577,31,3,8,91,29,1,2,0,1,156,3,835,45,0,23,218,66,18,2,2,11
147,1371,32,2,6,97,25,0,10,2,0,127,5,715,39,1,20,159,84,18,0,0,9
147,1553,31,1,2,121,18,0,3,0,0,135,1,901,45,0,7,189,54,23,0,0,7
147,1433,37,5,7,107,24,0,8,0,1,117,3,776,49,0,24,143,78,15,1,0,13
147,1431,33,3,3,105,25,1,16,1,0,174,1,787,27,0,8,143,61,16,1,0,10
147,1512,31,4,6,76,36,3,7,0,0,116,5,799,55,0,31,173,98,18,1,0,17
147,1566,48,5,11,107,31,0,6,1,1,121,2,848,46,0,24,182,74,27,0,1,13
147,463,19,2,4,31,6,1,3,2,1,39,5,218,9,1,17,48,16,11,1,1,3
147,1515,24,0,9,101,31,2,11,3,0,116,1,805,41,0,39,178,95,28,0,1,14
147,1362,26,1,5,89,23,1,8,0,0,131,1,743,42,1,17,166,56,19,0,0,14
147,1417,39,0,2,109,20,1,6,1,0,115,1,793,24,0,21,159,75,16,0,0,10
147,1623,50,2,8,146,29,0,3,0,1,121,0,880,35,0,27,179,98,24,1,0,10
147,1607,41,1,5,131,29,0,8,0,2,111,1,900,41,0,17,190,67,24,0,2,11
147,1417,34,4,5,76,26,1,7,2,1,122,3,830,27,0,28,125,84,15,1,1,8
147,1507,36,4,6,87,51,1,6,1,1,128,2,842,40,1,28,152,72,18,1,2,9
147,38,1,0,0,0,0,0,1,0,0,4,0,16,2,0,0,6,2,2,0,0,3
147,31,1,0,1,4,0,0,0,0,0,0,0,8,2,0,0,10,1,1,0,0,2
147,100,3,1,1,2,0,1,0,1,0,14,1,54,4,0,1,13,1,2,0,0,0
147,69,1,0,3,11,1,0,0,0,0,1,0,35,0,0,4,5,4,2,0,0,0
147,23,2,0,0,1,0,0,1,0,0,5,1,5,0,0,0,5,3,0,0,0,0
147,63,3,0,0,3,2,0,0,0,0,2,1,32,0,0,5,8,6,1,0,0,0
147,64,3,1,0,9,0,0,0,0,0,8,0,30,0,0,1,7,2,1,0,0,2
147,52,3,0,0,5,0,0,0,0,0,6,1,26,0,0,0,7,2,1,0,0,0
147,20,0,0,0,1,0,0,0,0,0,3,0,7,0,0,0,7,1,1,0,0,0
147,214,7,3,0,6,3,0,2,1,0,29,3,106,4,0,3,30,8,3,0,0,3
148,970,23,6,1,56,17,0,5,0,2,54,1,582,21,0,23,91,55,10,0,0,4
148,1078,28,2,4,54,29,1,8,1,0,39,0,621,31,1,41,88,91,14,1,0,6
148,1170,31,4,3,42,30,0,6,1,0,48,1,728,33,1,24,97,68,14,0,0,12
148,1091,23,4,3,62,9,0,3,1,1,51,0,687,19,1,23,93,85,10,0,0,7
148,980,16,8,1,46,25,1,7,4,0,38,0,584,30,1,34,68,91,7,0,0,8
148,1224,17,5,3,69,27,0,6,0,0,35,0,764,31,1,29,83,118,11,0,1,10
148,865,17,2,0,50,10,0,4,2,1,31,2,524,25,0,20,87,70,5,0,1,7
148,858,12,1,5,31,8,0,4,0,0,35,2,591,18,0,9,74,54,7,1,0,1
148,917,8,5,3,62,10,0,8,0,1,44,1,596,18,0,15,66,46,13,1,0,8
148,519,9,1,2,18,3,1,0,0,0,32,0,323,12,0,7,82,17,8,0,0,2
148,1163,29,0,1,48,15,0,3,0,1,56,2,747,13,1,18,143,45,14,0,0,8
148,566,7,0,3,33,11,0,1,0,0,41,1,345,16,0,5,64,13,12,0,0,8
148,396,7,5,0,16,5,0,0,0,0,18,0,250,2,0,12,49,22,5,0,0,2
148,1110,19,9,2,66,20,0,10,1,0,46,1,699,21,0,22,117,56,5,0,0,5
148,1032,24,1,2,33,25,2,6,0,0,43,0,677,23,0,21,85,68,7,1,0,3
148,1338,22,10,0,83,19,0,2,0,0,87,0,836,21,0,23,119,74,11,0,0,11
148,1508,19,4,4,81,20,0,5,0,2,57,1,1002,26,0,14,159,82,16,0,0,7
148,1479,24,3,6,66,18,1,7,0,0,58,1,979,36,1,17,124,101,11,0,0,9
148,1620,41,6,4,91,26,0,8,1,1,82,1,1030,38,1,29,123,85,18,1,1,17
148,1189,16,1,4,68,24,0,7,0,0,61,2,742,29,0,28,104,63,13,1,1,9
148,1659,44,2,9,113,32,0,10,1,0,82,1,987,34,1,33,172,95,7,1,0,12
148,1573,25,4,8,100,18,1,6,0,0,86,1,931,47,1,21,185,78,27,1,1,13
148,1570,30,1,8,79,36,0,8,2,3,87,1,987,31,1,28,151,78,7,3,0,5
148,1607,29,7,8,110,29,0,5,0,1,82,1,963,37,0,35,172,83,14,1,0,9
148,1430,31,10,0,82,28,1,7,0,2,83,1,855,38,2,21,146,81,14,0,0,10
148,1269,27,4,9,100,20,1,11,0,0,55,1,749,22,0,18,115,76,16,0,0,15
148,1349,25,3,2,56,26,0,3,2,0,85,1,872,31,0,25,117,62,15,0,0,6
148,1308,27,1,9,88,24,0,8,0,0,71,4,781,30,1,35,117,83,8,0,0,9
148,1354,26,6,9,82,24,1,3,0,0,64,1,844,33,0,32,105,83,10,0,1,10
148,1353,28,4,3,79,19,1,3,0,0,85,1,849,17,0,16,145,62,18,0,0,8
148,1557,32,2,4,80,27,0,8,2,1,91,2,958,15,0,24,197,59,25,0,0,15
148,1210,18,2,2,68,25,1,3,0,2,73,0,733,17,0,24,103,76,14,0,0,4
148,1299,34,3,7,58,18,0,2,0,1,133,0,738,37,1,31,119,73,15,1,1,6
148,1269,19,6,7,83,25,1,4,2,1,56,0,750,43,1,34,119,87,12,0,0,6
148,609,10,0,2,40,5,0,1,0,0,41,0,382,13,0,12,55,32,5,0,0,9
148,1215,36,4,3,49,22,1,3,2,1,39,2,786,30,0,27,86,80,6,0,0,11
148,965,17,5,6,65,18,0,1,3,0,55,1,584,17,0,22,90,50,8,0,0,14
148,1151,18,3,2,56,11,0,2,0,1,82,1,706,19,0,13,155,50,8,0,0,6
148,1168,29,3,8,85,21,0,1,3,1,51,2,716,25,1,25,89,68,15,0,0,10
148,806,13,3,2,40,18,0,0,0,0,48,0,520,11,0,16,77,31,8,0,0,7
148,1391,32,6,10,80,16,0,5,0,1,81,1,871,19,1,15,146,42,19,3,1,22
148,1276,26,3,3,69,25,0,5,0,0,64,2,825,21,1,18,114,65,12,1,0,7
148,1405,23,11,3,96,25,1,0,2,2,77,0,881,28,0,14,126,65,20,0,0,10
148,1562,40,8,3,79,28,0,6,1,2,96,2,965,28,1,23,124,107,19,0,0,11
148,1576,35,12,2,77,26,0,4,0,0,88,1,985,28,0,13,167,64,25,0,2,15
148,1497,27,7,3,69,17,0,8,1,0,100,0,928,36,0,7,140,106,10,0,2,16
148,1555,34,12,5,60,26,1,6,0,2,116,3,947,30,0,29,131,106,17,0,1,9
148,1397,23,14,2,70,11,0,7,4,3,96,0,883,28,0,20,133,56,18,1,0,15
148,1311,27,11,0,70,16,0,3,1,0,90,5,812,38,0,20,107,59,27,0,0,7
148,1444,44,11,3,81,12,0,3,0,1,75,0,906,48,0,20,105,77,19,0,1,14
148,1348,24,17,2,72,17,0,5,1,0,59,2,885,26,1,10,126,60,10,0,1,13
148,1541,35,25,5,88,24,0,6,0,0,77,3,990,32,2,6,120,88,10,1,0,10
148,1520,39,20,9,83,22,0,11,0,0,130,0,896,37,1,22,116,77,18,0,1,12
148,1446,36,30,5,72,39,0,7,1,0,88,1,876,22,1,16,128,89,4,0,0,9
148,1429,27,5,0,86,17,0,13,1,0,81,1,877,29,0,15,141,72,14,0,0,22
148,1390,32,6,3,72,21,0,8,0,0,85,2,864,29,0,24,149,53,11,1,0,9
148,1080,25,10,6,49,36,1,3,1,0,67,1,636,21,0,16,106,69,14,2,0,7
148,1296,30,17,4,60,33,0,8,1,2,80,1,821,18,0,27,102,50,15,0,1,11
148,1520,28,40,5,71,27,1,9,2,1,106,1,902,22,1,26,136,90,19,0,0,10
148,92,2,0,0,3,1,1,0,1,1,4,0,57,3,0,2,11,2,3,0,0,1
148,72,23,3,0,0,1,0,0,0,0,1,0,30,1,0,0,9,2,1,1,0,0
148,778,15,6,2,30,23,0,2,1,0,42,3,475,24,0,20,76,39,4,0,0,5
148,788,17,1,0,47,23,0,2,0,0,30,2,457,22,0,14,70,74,12,0,0,6
148,1284,27,7,6,60,32,0,4,1,1,65,4,778,34,0,21,107,93,14,0,0,10
148,699,21,6,7,34,11,0,3,2,0,42,1,414,18,0,14,46,57,9,0,0,2
148,688,14,1,1,33,20,0,3,1,1,24,0,447,15,0,10,42,50,8,0,0,7
148,739,19,2,4,32,17,0,3,1,0,34,0,450,26,1,21,55,52,10,0,0,6
148,1093,14,4,8,49,14,1,6,1,0,44,0,696,24,0,14,124,56,15,0,0,11
148,1019,25,2,3,39,25,1,7,1,0,43,0,628,39,1,15,97,60,18,0,0,6
148,985,22,2,2,71,7,0,7,0,0,61,0,574,12,1,16,96,78,10,0,1,14
148,1268,35,5,4,60,32,0,11,1,0,65,2,753,27,0,20,128,91,6,0,0,9
148,963,12,3,4,44,13,2,1,2,1,57,0,632,19,1,16,84,48,9,0,0,4
148,1504,27,2,9,75,27,2,9,2,1,62,1,965,31,0,28,149,61,20,0,0,18
148,1459,28,3,6,81,25,1,9,0,0,90,1,947,47,0,17,106,58,20,0,0,7
148,415,9,1,1,15,7,0,1,0,0,29,0,251,10,0,1,46,29,2,0,0,2
148,532,14,2,0,31,2,0,0,0,0,33,1,333,12,1,13,49,26,4,0,0,7
148,1256,20,2,4,76,25,0,4,2,1,90,0,762,6,0,14,167,42,12,0,1,10
148,1258,19,2,3,76,10,0,6,1,1,94,0,790,11,0,15,124,63,6,0,1,12
148,937,16,3,5,55,16,1,5,0,0,46,1,570,18,0,17,97,65,6,1,0,6
148,992,15,4,7,74,15,0,5,2,0,51,2,530,27,0,24,125,71,10,3,0,7
148,828,21,2,0,31,12,1,3,1,1,28,2,497,38,0,15,100,59,7,0,0,4
148,787,18,1,1,38,15,0,3,0,0,33,2,459,12,0,18,121,42,12,0,1,2
148,846,10,4,0,36,11,0,3,2,0,32,1,532,19,0,15,102,51,11,0,0,4
148,923,19,3,4,43,12,0,2,1,1,58,0,593,17,1,13,101,30,16,0,0,4
148,1018,23,1,5,52,21,0,6,0,0,59,0,616,12,0,14,126,40,24,0,1,4
148,820,18,3,0,30,10,1,2,2,0,46,3,473,23,0,0,107,57,14,0,0,4
148,925,19,5,4,35,7,0,5,0,0,42,0,628,12,1,18,76,50,5,0,0,8
148,1094,25,4,4,38,24,1,6,2,1,50,4,681,35,1,17,80,85,11,0,0,10
148,1518,36,9,7,67,33,0,5,5,0,72,5,919,34,1,23,148,99,17,0,1,7
148,1627,42,2,7,70,25,0,7,4,2,76,2,1013,54,0,22,138,114,23,0,0,12
148,1011,29,3,4,49,25,0,4,2,0,38,1,628,36,0,20,92,66,5,0,0,3
148,867,18,4,5,29,20,0,8,0,0,31,1,514,26,0,29,91,58,10,0,0,8
148,939,22,1,7,33,24,0,5,3,0,42,3,568,34,0,19,81,65,11,0,2,7
148,930,14,3,2,35,14,1,10,4,0,61,1,545,29,0,14,121,50,8,0,1,7
148,1112,16,3,4,66,19,2,5,1,2,49,2,662,29,1,21,131,67,8,2,0,10
148,1235,22,3,2,55,25,2,7,1,0,74,0,719,39,1,41,139,72,12,2,0,5
148,947,23,2,2,1,7,4,2,1,2,41,1,205,10,1,7,581,10,4,1,0,14
148,159,0,0,1,1,0,1,0,0,0,5,0,37,0,0,2,107,1,0,0,0,0
149,1076,25,0,3,53,10,1,4,0,1,106,2,648,12,0,12,153,21,10,0,0,6
149,1020,17,0,1,55,2,0,2,0,0,94,1,657,15,0,12,115,20,10,0,0,9
149,708,12,0,3,47,10,0,0,1,1,83,0,405,8,0,5,105,9,7,0,0,3
149,637,18,0,0,21,15,0,4,1,0,68,0,343,9,0,6,129,12,1,0,0,2
149,174,2,0,0,4,4,0,0,0,0,12,0,123,0,0,0,22,5,1,0,0,0
149,368,4,0,3,10,1,0,1,1,0,43,0,207,5,0,11,59,9,4,0,3,1
149,436,2,0,1,17,9,0,0,0,0,46,0,266,1,0,3,77,7,6,0,0,0
149,264,2,0,1,8,6,0,0,1,0,29,0,138,5,0,2,46,20,3,0,0,0
149,353,1,0,2,13,4,1,0,1,0,22,0,188,1,0,6,96,9,6,0,0,0
149,681,11,0,4,15,8,0,2,0,0,105,1,405,11,0,8,76,15,6,0,0,1
149,278,5,0,2,19,5,0,1,1,0,27,0,156,1,0,1,49,3,4,0,1,1
149,604,18,1,7,25,6,2,1,2,1,92,5,311,4,0,3,81,10,8,0,4,1
149,129,3,0,2,8,1,0,1,0,0,28,0,56,1,0,2,18,6,2,0,0,0
149,106,1,0,0,5,1,0,0,0,0,15,0,38,2,0,3,33,1,4,0,0,0
149,58,0,0,0,1,0,1,0,0,0,5,0,38,0,0,0,6,4,1,0,0,0
149,473,15,1,0,8,5,0,0,1,0,50,0,269,7,0,3,81,13,7,0,0,4
149,294,18,0,2,10,6,0,0,2,0,36,0,163,0,0,2,29,14,4,0,0,4
149,763,16,0,3,52,7,0,1,0,0,106,1,383,5,0,6,157,9,9,0,0,4
149,122,5,0,0,4,0,0,0,0,0,16,2,71,0,0,0,20,0,2,0,0,0
149,368,6,1,0,15,5,0,0,0,0,23,1,209,3,0,3,81,10,1,0,0,1
149,146,3,0,1,5,4,0,0,0,1,6,0,89,2,0,0,28,3,2,0,0,0
149,393,3,0,0,13,2,3,0,0,0,50,0,193,2,0,6,95,15,6,0,1,1
149,463,7,0,5,21,5,0,0,3,0,69,1,253,1,0,1,83,10,2,0,0,0
149,97,1,0,0,4,1,0,0,0,0,6,0,61,1,0,2,15,3,3,0,0,0
149,172,3,0,0,4,0,1,0,1,0,24,0,93,3,0,1,32,1,6,0,0,0
149,134,1,0,0,5,0,0,0,0,0,10,0,77,0,0,0,35,1,4,0,0,0
149,419,7,2,0,26,2,2,0,0,1,43,0,207,4,0,1,106,10,3,0,1,1
149,210,1,0,1,1,1,1,0,0,0,41,0,119,2,0,2,26,5,8,0,0,0
149,131,3,0,0,8,0,1,0,0,0,9,0,72,2,0,1,27,5,3,0,0,0
149,100,2,0,1,3,7,0,1,0,0,9,0,54,0,0,1,15,4,1,0,0,2
149,196,1,0,1,11,1,0,1,0,0,14,0,116,14,0,0,21,4,9,1,0,1
149,124,0,0,0,4,0,0,2,0,0,21,0,55,2,0,0,31,6,1,0,0,0
149,231,9,0,1,6,0,1,0,0,0,20,1,148,4,0,3,26,3,6,0,2,1
149,540,5,1,1,17,6,0,1,0,1,65,0,331,2,0,6,81,11,5,0,0,0
149,289,2,0,3,19,1,0,1,0,0,29,0,164,0,0,0,61,4,1,0,0,2
149,104,0,0,0,1,1,0,0,0,0,5,0,70,1,0,3,16,4,1,0,0,0
149,84,0,1,0,1,0,0,0,0,0,6,0,54,0,0,0,12,6,1,0,2,0
149,656,11,0,5,28,7,0,0,0,0,95,1,363,4,0,6,108,13,7,1,0,5
149,332,9,0,1,13,4,0,0,0,0,29,0,226,2,0,2,37,2,1,0,0,5
149,189,6,0,0,6,3,0,2,1,0,17,0,105,3,0,4,31,4,5,0,1,1
149,105,1,1,1,5,4,0,0,0,0,12,0,54,0,0,1,15,10,1,0,0,0
149,146,2,1,0,8,5,0,0,0,0,27,0,71,2,0,1,19,9,1,0,0,0
149,172,10,0,0,9,5,2,0,0,0,14,1,73,3,0,2,44,6,2,0,0,1
149,191,2,0,0,7,0,0,1,0,0,14,0,119,0,0,1,32,2,10,0,0,0
149,211,0,1,2,5,2,0,0,0,0,35,0,102,3,0,1,46,3,10,0,0,0
149,76,0,0,1,1,3,0,0,0,0,5,0,54,0,0,2,8,1,0,0,1,0
149,206,0,0,1,3,3,0,0,0,0,9,0,125,4,1,5,34,10,5,0,0,5
149,194,4,0,3,13,2,0,2,0,0,19,0,120,0,0,0,25,5,1,0,0,0
149,586,10,0,1,16,5,0,0,0,0,56,1,356,7,0,7,109,15,2,0,0,1
149,403,7,1,2,14,2,0,2,0,0,40,2,261,12,0,1,37,5,5,0,0,1
149,147,0,0,3,3,1,0,0,0,0,13,0,84,0,0,0,36,6,0,0,0,1
149,392,4,0,0,11,3,0,0,1,1,44,0,212,1,0,8,83,12,8,0,0,2
149,127,2,0,0,5,0,0,1,0,0,3,0,71,0,0,0,37,4,3,0,0,0
149,495,4,1,1,19,5,1,0,0,1,62,1,244,7,2,5,123,9,4,0,0,2
149,131,3,0,3,4,5,0,0,0,0,12,0,68,0,0,2,23,6,2,0,0,0
149,371,8,0,1,7,4,0,0,0,0,42,0,220,0,0,6,69,13,1,0,0,0
149,251,6,0,2,13,1,1,1,1,0,21,1,127,1,1,7,53,5,5,0,0,0
149,263,10,1,1,11,2,1,0,0,1,37,2,128,0,0,6,40,15,4,0,1,0
149,1205,50,1,5,58,8,0,2,1,0,145,2,670,19,2,21,135,46,16,0,0,2
149,750,20,1,4,44,16,0,1,1,1,71,2,416,14,0,12,86,26,8,0,1,6
149,206,10,0,0,13,2,0,0,0,1,23,0,105,2,0,5,34,5,4,0,0,0
149,931,15,0,3,44,9,0,2,1,0,93,1,586,6,0,22,102,18,7,0,0,11
149,527,3,0,1,20,7,1,0,1,0,47,0,375,1,0,11,44,9,2,0,0,1
149,491,8,1,2,17,13,0,1,0,1,47,0,279,4,0,17,70,26,0,0,0,2
149,723,12,3,1,32,11,0,1,0,2,108,4,377,4,0,15,127,8,6,0,0,2
149,204,1,0,0,5,3,0,0,0,0,26,1,96,4,0,2,52,10,3,0,0,0
149,323,10,0,5,21,6,1,0,1,0,35,0,162,2,0,7,51,11,9,0,0,1
149,565,21,0,0,16,2,0,0,2,0,111,0,278,1,1,11,85,27,6,0,0,0
149,651,14,2,0,21,8,1,0,0,0,102,0,368,5,1,12,89,10,7,0,0,5
149,154,3,0,0,4,0,1,1,0,0,35,0,54,1,0,3,39,4,8,1,0,0
149,112,3,0,0,2,0,0,0,0,0,23,1,57,2,0,1,21,0,1,0,0,1
149,106,0,0,0,6,3,0,0,0,0,19,0,41,4,0,1,25,2,1,0,1,1
149,28,1,0,0,1,2,0,0,0,0,0,0,15,0,0,1,6,2,0,0,0,0
149,657,10,1,3,50,1,0,0,0,0,119,0,356,10,0,9,62,20,6,1,0,5
149,568,11,0,4,36,4,0,3,0,0,76,2,306,10,0,13,78,14,3,0,0,4
149,301,4,0,0,14,1,4,0,1,1,47,1,163,1,0,2,40,5,14,0,0,1
149,123,2,0,0,9,2,0,0,0,0,17,1,70,0,0,3,12,5,1,0,0,0
149,421,11,0,2,17,3,0,0,0,0,67,1,224,3,0,11,59,13,3,0,0,2
149,384,6,0,2,15,5,0,0,0,1,62,1,183,1,1,4,78,7,12,0,0,2
149,164,2,0,0,2,3,1,0,0,0,46,0,57,4,0,3,33,7,3,0,0,0
149,291,8,1,1,14,2,2,0,0,0,35,2,128,2,0,6,80,4,3,0,1,1
149,457,7,1,2,29,0,1,1,1,0,44,2,236,6,0,2,96,13,6,1,0,1
149,486,6,2,0,8,6,0,1,0,2,82,0,266,6,0,13,65,22,4,0,0,0
149,454,9,0,2,18,2,0,2,0,1,101,1,222,6,0,9,50,13,4,1,0,3
149,311,7,0,2,8,6,0,0,0,0,48,1,172,9,1,7,35,6,5,0,0,2
149,490,5,0,2,17,6,0,2,1,0,81,0,253,17,0,6,75,5,18,0,0,1
149,399,23,1,5,12,6,0,0,0,0,54,1,204,1,0,3,61,16,5,0,1,1
149,160,4,0,0,0,1,0,0,0,0,26,0,57,0,0,2,64,4,1,0,0,0
149,151,1,0,1,4,1,0,1,0,0,40,0,30,3,0,1,58,3,5,0,0,0
149,535,7,0,3,26,4,0,0,0,0,77,0,255,10,0,15,106,16,6,0,1,0
149,218,3,0,1,11,3,0,1,1,1,27,0,116,1,0,0,35,8,0,0,2,0
149,341,11,0,2,10,9,0,0,0,1,32,0,202,6,0,15,40,9,2,0,0,0
149,88,0,0,0,0,0,0,1,0,0,7,0,47,0,0,1,16,7,4,0,0,0
149,503,2,0,2,28,5,0,0,0,1,92,2,273,3,0,3,69,9,8,0,0,1
149,337,5,0,4,9,1,0,1,0,0,16,0,215,3,0,5,52,15,6,0,0,0
149,374,4,0,3,31,5,0,0,0,0,29,0,198,4,0,3,69,16,8,1,0,0
149,260,1,1,1,12,3,0,0,0,0,30,1,122,1,0,8,61,11,4,0,0,0
149,473,8,0,5,54,7,0,1,1,0,51,1,241,10,0,2,55,26,5,1,0,1
149,592,3,2,5,39,1,9,0,0,1,67,0,214,9,1,7,188,23,16,0,0,1
149,429,8,1,3,23,6,7,1,1,1,61,1,208,3,0,2,84,6,7,0,0,2
149,331,6,0,1,9,2,0,0,1,0,26,0,158,2,1,8,88,12,12,0,0,0
149,82,0,0,0,2,1,0,0,0,0,4,0,40,1,0,0,32,2,0,0,0,0
149,94,0,0,0,1,1,0,0,0,0,2,0,46,0,0,0,31,4,7,0,0,0
149,325,0,1,1,3,1,3,0,0,0,16,3,210,1,0,1,47,31,5,0,0,0
149,111,2,0,0,4,2,0,1,0,0,16,0,62,1,0,0,14,3,4,0,0,0
149,311,10,2,2,15,2,1,0,0,0,26,0,186,0,0,2,40,22,3,0,0,0
149,122,1,0,1,8,0,0,0,0,0,15,0,65,2,0,0,17,7,1,0,0,3
149,329,7,0,1,13,6,0,1,0,0,55,1,147,1,0,3,63,13,16,0,0,0
149,488,2,1,3,22,1,1,3,0,0,77,0,248,4,0,5,97,13,5,2,0,1
149,193,2,0,1,4,0,0,0,0,0,15,1,106,1,0,3,31,21,8,0,0,0
149,143,0,0,0,3,2,1,0,0,0,19,0,58,1,0,10,40,5,3,0,0,1
149,229,0,0,1,4,1,0,0,0,0,23,0,137,2,0,2,35,18,6,0,0,0
149,100,0,1,0,0,1,0,0,1,0,4,0,40,1,0,0,37,2,11,0,0,0
149,47,0,0,0,1,0,0,0,0,1,2,0,24,0,0,3,10,3,2,0,0,1
149,664,12,0,4,37,3,0,0,0,0,75,2,360,10,1,7,132,13,8,0,0,0
149,360,4,0,0,20,0,0,0,0,0,51,1,177,3,0,3,79,14,5,0,0,0
149,153,3,0,0,5,0,0,0,0,0,18,0,65,0,0,12,29,13,6,0,0,1
149,420,4,0,2,10,0,0,0,0,0,58,0,208,4,0,3,102,18,3,0,1,3
149,146,0,0,0,8,3,0,0,0,0,11,2,61,1,0,0,52,6,1,0,0,0
149,327,1,0,0,16,3,0,0,0,0,29,0,158,1,0,4,85,14,11,0,0,0
149,140,1,0,1,3,1,2,0,0,0,21,0,55,0,0,0,36,17,3,0,0,0
149,208,2,1,1,2,2,0,0,1,0,32,1,102,3,0,1,32,20,6,0,0,1
149,257,0,0,2,10,1,1,0,0,0,39,0,135,3,0,4,47,5,8,1,0,1
149,98,0,0,0,0,2,0,0,0,0,1,1,67,0,0,3,21,2,0,0,0,0
149,466,5,0,0,32,5,1,0,0,0,61,1,207,0,0,8,104,29,8,0,0,3
149,169,2,0,3,10,3,0,0,0,0,26,0,71,1,0,2,38,4,6,0,0,2
149,181,0,1,1,4,0,4,0,0,1,23,0,93,4,0,2,25,13,8,0,0,2
149,210,0,0,1,9,3,0,1,1,0,36,0,103,0,0,0,33,12,11,0,0,0
