"tvo","candidate","perc_for","votes_for"
204,"Симоненко",1.01231918415558,1217
205,"Симоненко",0.415883650625051,509
206,"Симоненко",0.870849077850905,696
207,"Симоненко",0.780942440971555,853
208,"Симоненко",1.51535939193546,2209
209,"Симоненко",1.94003527336861,1375
210,"Симоненко",0.872076641307411,619
211,"Симоненко",0.95473339418998,889
212,"Симоненко",0.712842682633226,681
213,"Симоненко",1.84403465896467,1494
214,"Симоненко",0.739995426480677,809
215,"Симоненко",0.581140110191628,1059
216,"Симоненко",0.699806561892157,1306
217,"Симоненко",0.872400474473667,1493
218,"Симоненко",0.826866635965606,1203
219,"Симоненко",1.25390190995185,711
220,"Симоненко",0.718018439053405,676
221,"Симоненко",0.726323788429479,1233
222,"Симоненко",0.816158769303036,1251
223,"Симоненко",0.977353778712013,1088
11,"Тимошенко",9.40840595887176,13149
12,"Тимошенко",10.4709010981059,11576
13,"Тимошенко",17.2156737814591,18914
14,"Тимошенко",15.6099101106901,16810
15,"Тимошенко",18.9837311505263,20432
16,"Тимошенко",18.2836409528317,20862
17,"Тимошенко",18.599550003295,19757
18,"Тимошенко",18.0140845070423,17906
19,"Тимошенко",18.6229459300754,19980
20,"Тимошенко",18.0369066111468,22178
21,"Тимошенко",16.6409626454818,18559
22,"Тимошенко",11.1366417742701,13377
23,"Тимошенко",22.2655891649362,26698
24,"Тимошенко",7.76842135987507,5323
25,"Тимошенко",8.19771995474719,7536
26,"Тимошенко",7.21461059798532,5171
27,"Тимошенко",7.72493471551792,4881
28,"Тимошенко",9.62749278816004,7676
29,"Тимошенко",8.46400176678445,6132
30,"Тимошенко",10.6747530001685,10772
31,"Тимошенко",10.9261196342786,11281
32,"Тимошенко",8.18604223213875,8897
33,"Тимошенко",8.50450755850292,8028
34,"Тимошенко",11.1391869187316,8420
35,"Тимошенко",14.3788555626462,13519
36,"Тимошенко",8.86974469421636,9884
37,"Тимошенко",10.1119791036835,8362
38,"Тимошенко",7.40736876154304,7099
39,"Тимошенко",9.85220984800728,7033
40,"Тимошенко",10.3358002315864,8212
47,"Тимошенко",7.42666944039942,357
49,"Тимошенко",8.01174712762121,1555
50,"Тимошенко",11.2362321223081,1367
58,"Тимошенко",5.8116142876302,1300
59,"Тимошенко",5.197328476017,1284
60,"Тимошенко",13.209219858156,894
61,"Тимошенко",8.2329657902177,1456
62,"Тимошенко",8.07429871114481,639
63,"Тимошенко",9.85089735748782,14013
64,"Тимошенко",15.1294067525828,17046
65,"Тимошенко",18.9191849591495,19220
66,"Тимошенко",17.9191828091914,18279
67,"Тимошенко",15.1243387264934,15667
68,"Тимошенко",15.6762316157565,15242
69,"Тимошенко",13.1094358277204,12729
70,"Тимошенко",14.9322612337763,11551
71,"Тимошенко",16.4379907447142,14173
72,"Тимошенко",10.8764698751364,8972
73,"Тимошенко",11.8184551432045,9041
74,"Тимошенко",9.22097614436488,6142
75,"Тимошенко",9.77088872546246,8636
76,"Тимошенко",10.7472406181015,9737
77,"Тимошенко",10.0766771827926,9646
78,"Тимошенко",8.73136313146326,5581
79,"Тимошенко",8.00251889168766,6354
80,"Тимошенко",9.5576610022603,8161
81,"Тимошенко",6.31187186402881,4189
82,"Тимошенко",10.0149049807477,8063
83,"Тимошенко",13.1391131391131,11230
84,"Тимошенко",10.2006792698624,13155
85,"Тимошенко",17.7761483266118,20364
86,"Тимошенко",17.1552220789553,25013
87,"Тимошенко",11.1016225448335,15470
88,"Тимошенко",13.7615886773822,12543
89,"Тимошенко",15.3568365458403,13608
90,"Тимошенко",19.9936057000617,17510
91,"Тимошенко",15.0944341824534,21083
92,"Тимошенко",11.9398381387424,8129
93,"Тимошенко",19.381575137535,16065
94,"Тимошенко",17.4640653335443,14349
95,"Тимошенко",11.6810037545744,12289
96,"Тимошенко",11.0022573363431,17059
97,"Тимошенко",12.4926482944043,11895
98,"Тимошенко",12.1831159241939,16830
99,"Тимошенко",13.7851494696239,17869
100,"Тимошенко",12.9152678053602,15811
101,"Тимошенко",19.9644171779141,16271
102,"Тимошенко",17.4705080834244,14232
103,"Тимошенко",15.3906050004267,14429
104,"Тимошенко",16.7368171611054,14832
114,"Тимошенко",7.29491494894685,6480
115,"Тимошенко",7.32050680431722,2652
117,"Тимошенко",6.93056546059132,8066
118,"Тимошенко",7.66427328111401,7045
119,"Тимошенко",6.43897177781772,5373
120,"Тимошенко",7.28990223880124,11491
121,"Тимошенко",16.8410834185193,22900
122,"Тимошенко",12.2918500937871,12844
123,"Тимошенко",14.5107241063245,19789
124,"Тимошенко",10.285768597136,16233
125,"Тимошенко",9.11583172403347,12037
126,"Тимошенко",14.4334653662138,20333
127,"Тимошенко",13.6930381150996,18516
128,"Тимошенко",12.0223401873098,18254
129,"Тимошенко",6.32721496646664,6453
130,"Тимошенко",6.26843746613527,5206
131,"Тимошенко",12.6647249809015,10610
132,"Тимошенко",11.216472936858,6967
133,"Тимошенко",12.1311385534738,8851
134,"Тимошенко",11.5718615223219,7942
135,"Тимошенко",5.7606709459776,4918
136,"Тимошенко",8.48171825525818,7045
137,"Тимошенко",5.87661069894572,4816
138,"Тимошенко",6.75435773387457,6506
139,"Тимошенко",14.2640145822008,8921
140,"Тимошенко",15.4746961393626,10109
141,"Тимошенко",12.4855141835038,9912
142,"Тимошенко",8.04840020203351,7330
143,"Тимошенко",9.90374873353597,7038
144,"Тимошенко",7.0999317474322,4265
145,"Тимошенко",14.0082002446847,8473
146,"Тимошенко",11.8896121309637,9754
147,"Тимошенко",12.0899808857854,12587
148,"Тимошенко",10.072151381767,11098
149,"Тимошенко",15.5922088142707,14265
150,"Тимошенко",15.2656068243505,15748
151,"Тимошенко",12.1174558254301,10362
152,"Тимошенко",17.5609343263372,16600
153,"Тимошенко",17.4791953706255,15858
154,"Тимошенко",9.94383144994783,13437
155,"Тимошенко",13.9443343777547,15977
156,"Тимошенко",16.2413449036979,21486
157,"Тимошенко",22.6457305168961,27027
158,"Тимошенко",18.3793839155044,20847
159,"Тимошенко",13.1653146817215,20498
160,"Тимошенко",16.6617705286552,13045
161,"Тимошенко",11.8389794269967,9967
162,"Тимошенко",13.7414661179828,11654
163,"Тимошенко",15.7673095446095,14078
164,"Тимошенко",16.0822742816312,12604
165,"Тимошенко",9.85086670879041,12940
166,"Тимошенко",18.104315516621,24655
167,"Тимошенко",14.403987496832,18755
168,"Тимошенко",15.9911043056619,21931
169,"Тимошенко",17.6911791515109,20379
170,"Тимошенко",7.31046717918391,6181
171,"Тимошенко",7.25819762323944,5277
172,"Тимошенко",7.28787711755411,7933
173,"Тимошенко",7.42637341891637,6294
174,"Тимошенко",8.11621061811839,4467
175,"Тимошенко",7.2624575000914,3973
176,"Тимошенко",7.98285146111233,6182
177,"Тимошенко",9.18731944655618,7251
178,"Тимошенко",6.50966095515859,4464
179,"Тимошенко",7.81810987851522,5335
180,"Тимошенко",6.33584790476606,4359
181,"Тимошенко",7.8861005208988,5647
182,"Тимошенко",10.3144831035669,6599
183,"Тимошенко",6.72418804999868,5089
184,"Тимошенко",11.2788196671824,8967
185,"Тимошенко",10.1593946224441,9465
186,"Тимошенко",13.5754909744004,10431
187,"Тимошенко",12.3559073211208,9679
188,"Тимошенко",11.8142737253156,6898
189,"Тимошенко",9.48686564353639,5038
190,"Тимошенко",12.7780368620613,18906
191,"Тимошенко",21.5562355863048,19442
192,"Тимошенко",20.7349952717249,20611
193,"Тимошенко",17.366499520089,19360
194,"Тимошенко",18.1238170179282,17044
195,"Тимошенко",13.7134394668641,12964
196,"Тимошенко",16.6935139222197,15234
197,"Тимошенко",11.8044465179709,13157
198,"Тимошенко",9.80526090217508,7321
199,"Тимошенко",15.7057348348633,13277
200,"Тимошенко",17.2213510980803,18561
201,"Тимошенко",13.9387882874205,11577
202,"Тимошенко",16.6059689227551,17783
203,"Тимошенко",12.5417249151237,13188
204,"Тимошенко",13.7349337459137,16512
205,"Тимошенко",24.3974180897132,29860
206,"Тимошенко",18.8120917894948,15035
207,"Тимошенко",18.2775321120236,19964
208,"Тимошенко",13.4386104517952,19590
209,"Тимошенко",23.099823633157,16372
210,"Тимошенко",22.2132995209918,15767
211,"Тимошенко",19.8829404499812,18514
212,"Тимошенко",21.6846534705285,20716
213,"Тимошенко",21.7655335851292,17634
214,"Тимошенко",8.76835124628402,9586
215,"Тимошенко",9.36573962289001,17067
216,"Тимошенко",9.46507129346329,17664
217,"Тимошенко",9.46200996862163,16193
218,"Тимошенко",9.31341888390188,13550
219,"Тимошенко",9.15471844523218,5191
220,"Тимошенко",9.6390788970557,9075
221,"Тимошенко",10.0460063973044,17054
222,"Тимошенко",8.49300947944598,13018
223,"Тимошенко",9.92894422436018,11053
11,"Тігіпко",1.69578843429356,2370
12,"Тігіпко",1.38393907049948,1530
13,"Тігіпко",1.49456150730442,1642
14,"Тігіпко",1.80707228289132,1946
15,"Тігіпко",1.6110899478765,1734
16,"Тігіпко",1.47850169146904,1687
17,"Тігіпко",1.81316663999322,1926
18,"Тігіпко",2.27062374245473,2257
19,"Тігіпко",1.46150046137929,1568
20,"Тігіпко",1.63225140087346,2007
21,"Тігіпко",2.35012463461435,2621
22,"Тігіпко",1.96058842628437,2355
23,"Тігіпко",2.08995304694472,2506
24,"Тігіпко",12.9960158199676,8905
25,"Тігіпко",13.9315551301018,12807
26,"Тігіпко",12.5596450595753,9002
27,"Тігіпко",13.0537311070666,8248
28,"Тігіпко",11.719553493039,9344
29,"Тігіпко",12.4075198763251,8989
30,"Тігіпко",8.17254808692809,8247
31,"Тігіпко",7.9691616302495,8228
32,"Тігіпко",8.73533606293417,9494
33,"Тігіпко",8.7651090606693,8274
34,"Тігіпко",8.43376681792324,6375
35,"Тігіпко",8.7364390555201,8214
36,"Тігіпко",13.5388342980213,15087
37,"Тігіпко",7.79500326504946,6446
38,"Тігіпко",11.1251395598777,10662
39,"Тігіпко",10.9280661203334,7801
40,"Тігіпко",10.3471278256054,8221
47,"Тігіпко",20.5741626794258,989
49,"Тігіпко",21.5776186305322,4188
50,"Тігіпко",16.9406542824264,2061
58,"Тігіпко",19.8220751933479,4434
59,"Тігіпко",19.2633070228699,4759
60,"Тігіпко",16.2086288416076,1097
61,"Тігіпко",20.4806333050608,3622
62,"Тігіпко",20.5585039171089,1627
63,"Тігіпко",3.51772571018833,5004
64,"Тігіпко",2.97688784748109,3354
65,"Тігіпко",5.38045083177478,5466
66,"Тігіпко",3.57717041800643,3649
67,"Тігіпко",3.25713403096884,3374
68,"Тігіпко",2.6915561040831,2617
69,"Тігіпко",2.90119260952852,2817
70,"Тігіпко",3.53560163400383,2735
71,"Тігіпко",2.82065854026281,2432
72,"Тігіпко",3.59801188022791,2968
73,"Тігіпко",3.43403181740938,2627
74,"Тігіпко",2.59724661832485,1730
75,"Тігіпко",12.3754030661311,10938
76,"Тігіпко",10.8653421633554,9844
77,"Тігіпко",11.6008190042413,11105
78,"Тігіпко",14.1788826483518,9063
79,"Тігіпко",15.3047858942065,12152
80,"Тігіпко",16.1043250143464,13751
81,"Тігіпко",17.192279295433,11410
82,"Тігіпко",16.7258725624146,13466
83,"Тігіпко",10.998010998011,9400
84,"Тігіпко",1.28099750314046,1652
85,"Тігіпко",0.439078894533773,503
86,"Тігіпко",0.423856684315931,618
87,"Тігіпко",0.420526878556717,586
88,"Тігіпко",0.394975039771792,360
89,"Тігіпко",0.577799846521916,512
90,"Тігіпко",0.393934549772774,345
91,"Тігіпко",2.24880793848533,3141
92,"Тігіпко",2.02106252662192,1376
93,"Тігіпко",1.15939581121513,961
94,"Тігіпко",1.5213660650171,1250
95,"Тігіпко",2.22517941162492,2341
96,"Тігіпко",2.41341502741051,3742
97,"Тігіпко",2.31368677533188,2203
98,"Тігіпко",2.97592332527399,4111
99,"Тігіпко",1.87540983606557,2431
100,"Тігіпко",3.93804984438944,4821
101,"Тігіпко",3.64171779141104,2968
102,"Тігіпко",2.72639112235002,2221
103,"Тігіпко",4.78176465568735,4483
104,"Тігіпко",5.26862185310148,4669
114,"Тігіпко",4.91956455662002,4370
115,"Тігіпко",15.0026223534933,5435
117,"Тігіпко",1.91866509713618,2233
118,"Тігіпко",1.64490861618799,1512
119,"Тігіпко",2.25777458206004,1884
120,"Тігіпко",1.27324286774642,2007
121,"Тігіпко",0.698647565397089,950
122,"Тігіпко",0.381847414156108,399
123,"Тігіпко",0.587351054078827,801
124,"Тігіпко",0.312381193765049,493
125,"Тігіпко",0.331705100533909,438
126,"Тігіпко",0.394678932947173,556
127,"Тігіпко",0.67222789191108,909
128,"Тігіпко",0.466957334984259,709
129,"Тігіпко",16.5803820057262,16910
130,"Тігіпко",16.7896834475202,13944
131,"Тігіпко",11.7157658517953,9815
132,"Тігіпко",12.8875937791802,8005
133,"Тігіпко",10.7139430654733,7817
134,"Тігіпко",8.01084042429188,5498
135,"Тігіпко",22.0189289228318,18798
136,"Тігіпко",20.0623638049145,16664
137,"Тігіпко",18.7670831706365,15380
138,"Тігіпко",21.4372475940326,20649
139,"Тігіпко",13.0520290364875,8163
140,"Тігіпко",11.070630376879,7232
141,"Тігіпко",15.4645538368519,12277
142,"Тігіпко",16.9609328677778,15447
143,"Тігіпко",18.0822920184622,12850
144,"Тігіпко",28.3431272993624,17026
145,"Тігіпко",18.0884832853884,10941
146,"Тігіпко",4.78558716692265,3926
147,"Тігіпко",4.46062375733592,4644
148,"Тігіпко",5.64414393973771,6219
149,"Тігіпко",3.23321091290661,2958
150,"Тігіпко",3.2405971306708,3343
151,"Тігіпко",6.28091635189971,5371
152,"Тігіпко",3.77877454299255,3572
153,"Тігіпко",2.71920639294571,2467
154,"Тігіпко",2.21566059099083,2994
155,"Тігіпко",1.62423523045637,1861
156,"Тігіпко",1.41051613098298,1866
157,"Тігіпко",3.55685522049151,4245
158,"Тігіпко",1.71918255073793,1950
159,"Тігіпко",3.49460811704786,5441
160,"Тігіпко",3.01559526394441,2361
161,"Тігіпко",8.54753646600466,7196
162,"Тігіпко",4.3108632338549,3656
163,"Тігіпко",2.12575319758977,1898
164,"Тігіпко",4.25024243352218,3331
165,"Тігіпко",0.829025799526488,1089
166,"Тігіпко",1.01995109521746,1389
167,"Тігіпко",0.454660655725115,592
168,"Тігіпко",0.489992343869627,672
169,"Тігіпко",0.659762311946038,760
170,"Тігіпко",8.96274393849793,7578
171,"Тігіпко",9.27871919014085,6746
172,"Тігіпко",8.52349979789071,9278
173,"Тігіпко",8.4682367377761,7177
174,"Тігіпко",8.65765471129038,4765
175,"Тігіпко",8.02836983146273,4392
176,"Тігіпко",7.70392944305988,5966
177,"Тігіпко",6.68111094217222,5273
178,"Тігіпко",11.2183740430186,7693
179,"Тігіпко",9.92101291050572,6770
180,"Тігіпко",8.53355426677713,5871
181,"Тігіпко",9.04939461225858,6480
182,"Тігіпко",6.97739848072775,4464
183,"Тігіпко",7.71649797838324,5840
184,"Тігіпко",9.3845515263575,7461
185,"Тігіпко",10.5984006869533,9874
186,"Тігіпко",9.26636906698596,7120
187,"Тігіпко",9.71085721580392,7607
188,"Тігіпко",9.04653433127237,5282
189,"Тігіпко",15.021184445909,7977
190,"Тігіпко",2.06614083821651,3057
191,"Тігіпко",2.2474277097747,2027
192,"Тігіпко",1.82893704352025,1818
193,"Тігіпко",2.06496290781223,2302
194,"Тігіпко",2.37128091703707,2230
195,"Тігіпко",2.03205162109272,1921
196,"Тігіпко",1.81136789506558,1653
197,"Тігіпко",2.63327890326401,2935
198,"Тігіпко",3.17422050787528,2370
199,"Тігіпко",1.68094066433236,1421
200,"Тігіпко",2.2601805546535,2436
201,"Тігіпко",2.36828164130225,1967
202,"Тігіпко",1.67712535484835,1796
203,"Тігіпко",1.73841925575114,1828
204,"Тігіпко",3.22827506467364,3881
205,"Тігіпко",1.55976795489828,1909
206,"Тігіпко",3.93133304972348,3142
207,"Тігіпко",2.51586146282513,2748
208,"Тігіпко",4.51589446677734,6583
209,"Тігіпко",5.05255731922399,3581
210,"Тігіпко",2.89799943646097,2057
211,"Тігіпко",2.2971594265156,2139
212,"Тігіпко",2.23692336679472,2137
213,"Тігіпко",5.55555555555556,4501
214,"Тігіпко",2.99108163731992,3270
215,"Тігіпко",3.15154641438198,5743
216,"Тігіпко",3.08375709317715,5755
217,"Тігіпко",3.2324979402467,5532
218,"Тігіпко",3.31708926448048,4826
219,"Тігіпко",4.35955769536003,2472
220,"Тігіпко",2.79347410460127,2630
221,"Тігіпко",2.95831148863978,5022
222,"Тігіпко",3.70044167824686,5672
223,"Тігіпко",3.66148345774831,4076
11,"Тягнибок",0.950213941241289,1328
12,"Тягнибок",0.878303815330065,971
13,"Тягнибок",0.87926091111819,966
14,"Тягнибок",0.845962409924968,911
15,"Тягнибок",0.801828503470254,863
16,"Тягнибок",1.02539832781196,1170
17,"Тягнибок",0.647694002240569,688
18,"Тягнибок",0.701207243460765,697
19,"Тягнибок",1.93872510182967,2080
20,"Тягнибок",2.0242519864345,2489
21,"Тягнибок",1.90090203181321,2120
22,"Тягнибок",1.55348535178201,1866
23,"Тягнибок",2.19753642406198,2635
24,"Тягнибок",0.954451919849389,654
25,"Тягнибок",0.801714385171003,737
26,"Тягнибок",0.941764098557357,675
27,"Тягнибок",0.848302603466012,536
28,"Тягнибок",0.870437727329738,694
29,"Тягнибок",0.832321113074205,603
30,"Тягнибок",0.893856963066465,902
31,"Тягнибок",0.923020300635363,953
32,"Тягнибок",0.86028430786217,935
33,"Тягнибок",0.778626439399557,735
34,"Тягнибок",0.870497029991136,658
35,"Тягнибок",0.756222080408424,711
36,"Тягнибок",0.629066271817652,701
37,"Тягнибок",0.795704646044453,658
38,"Тягнибок",0.994396736124879,953
39,"Тягнибок",0.540729845205575,386
40,"Тягнибок",0.834466092735236,663
47,"Тягнибок",0.936134803411691,45
49,"Тягнибок",0.716162604977073,139
50,"Тягнибок",0.558934736149926,68
58,"Тягнибок",0.759980329920873,170
59,"Тягнибок",0.805504958510423,199
60,"Тягнибок",0.620567375886525,42
61,"Тягнибок",0.65592309867119,116
62,"Тягнибок",0.45489006823351,36
63,"Тягнибок",1.03900851312117,1478
64,"Тягнибок",1.07395178755281,1210
65,"Тягнибок",1.36726055714145,1389
66,"Тягнибок",0.948945180770136,968
67,"Тягнибок",1.16036606556744,1202
68,"Тягнибок",1.39565977578937,1357
69,"Тягнибок",1.21011761313312,1175
70,"Тягнибок",0.718754847717048,556
71,"Тягнибок",1.35349856763433,1167
72,"Тягнибок",1.60261849921203,1322
73,"Тягнибок",1.68891096615642,1292
74,"Тягнибок",0.957828521671246,638
75,"Тягнибок",0.788595349889687,697
76,"Тягнибок",0.839955849889625,761
77,"Тягнибок",0.822138186072749,787
78,"Тягнибок",0.74156354135703,474
79,"Тягнибок",0.697732997481108,554
80,"Тягнибок",0.697998524365536,596
81,"Тягнибок",0.659966549640635,438
82,"Тягнибок",0.761396099863371,613
83,"Тягнибок",0.635310635310635,543
84,"Тягнибок",1.34303128053225,1732
85,"Тягнибок",1.59395240838702,1826
86,"Тягнибок",1.74206468958328,2540
87,"Тягнибок",1.84285498998916,2568
88,"Тягнибок",3.09067968621427,2817
89,"Тягнибок",1.38920236536812,1231
90,"Тягнибок",1.91486446367809,1677
91,"Тягнибок",1.30017039678108,1816
92,"Тягнибок",1.05606392197759,719
93,"Тягнибок",1.6673101052022,1382
94,"Тягнибок",1.4678139795285,1206
95,"Тягнибок",0.752815930801768,792
96,"Тягнибок",1.08610125765882,1684
97,"Тягнибок",1.02188707780205,973
98,"Тягнибок",0.768050267116445,1061
99,"Тягнибок",1.21350048216008,1573
100,"Тягнибок",1.34290685421619,1644
101,"Тягнибок",1.42085889570552,1158
102,"Тягнибок",1.41413893424008,1152
103,"Тягнибок",1.57329976960492,1475
104,"Тягнибок",1.21531500016926,1077
114,"Тягнибок",1.32276621373651,1175
115,"Тягнибок",0.750821210699202,272
117,"Тягнибок",0.970072948798364,1129
118,"Тягнибок",0.849651871192341,781
119,"Тягнибок",0.997063934328,832
120,"Тягнибок",0.968095972187859,1526
121,"Тягнибок",1.32375328180501,1800
122,"Тягнибок",0.936913830723883,979
123,"Тягнибок",1.92190650779102,2621
124,"Тягнибок",1.29387910277531,2042
125,"Тягнибок",0.851224961187474,1124
126,"Тягнибок",1.4019620369976,1975
127,"Тягнибок",1.07157119403647,1449
128,"Тягнибок",1.18813967885981,1804
129,"Тягнибок",0.875593207043966,893
130,"Тягнибок",0.769406750069235,639
131,"Тягнибок",0.863015660809778,723
132,"Тягнибок",0.848439965225231,527
133,"Тягнибок",0.888145721686929,648
134,"Тягнибок",0.734351322998018,504
135,"Тягнибок",0.871480110574896,744
136,"Тягнибок",0.864424940706228,718
137,"Тягнибок",0.949336196798126,778
138,"Тягнибок",0.778630233692887,750
139,"Тягнибок",0.834639122509674,522
140,"Тягнибок",0.693445182622539,453
141,"Тягнибок",0.934650073058901,742
142,"Тягнибок",0.88828864439906,809
143,"Тягнибок",1.09197343239896,776
144,"Тягнибок",1.32176923973298,794
145,"Тягнибок",0.829944119300334,502
146,"Тягнибок",1.3993515200273,1148
147,"Тягнибок",1.47438791290065,1535
148,"Тягнибок",1.05368244316377,1161
149,"Тягнибок",1.2242042672263,1120
150,"Тягнибок",1.214618069019,1253
151,"Тягнибок",0.990492673628571,847
152,"Тягнибок",1.4270903859174,1349
153,"Тягнибок",1.1055387158997,1003
154,"Тягнибок",1.55703068919329,2104
155,"Тягнибок",1.50466498511918,1724
156,"Тягнибок",1.72950745320957,2288
157,"Тягнибок",1.906206272466,2275
158,"Тягнибок",1.81087228677728,2054
159,"Тягнибок",1.06617340090047,1660
160,"Тягнибок",0.766352036580537,600
161,"Тягнибок",0.745949541502352,628
162,"Тягнибок",0.963341154830266,817
163,"Тягнибок",1.16143628340389,1037
164,"Тягнибок",0.872760679834635,684
165,"Тягнибок",1.32461422513874,1740
166,"Тягнибок",1.82034468325709,2479
167,"Тягнибок",1.86088305544249,2423
168,"Тягнибок",2.01101024463159,2758
169,"Тягнибок",2.41768162996015,2785
170,"Тягнибок",0.716735659373152,606
171,"Тягнибок",0.817011443661972,594
172,"Тягнибок",0.718406643883438,782
173,"Тягнибок",0.679629979233528,576
174,"Тягнибок",0.639558123478324,352
175,"Тягнибок",0.679998537637553,372
176,"Тягнибок",0.624991929339755,484
177,"Тягнибок",0.533424560336526,421
178,"Тягнибок",0.478308421436384,328
179,"Тягнибок",0.52462667975791,358
180,"Тягнибок",0.555240628497507,382
181,"Тягнибок",0.513916237239376,368
182,"Тягнибок",0.57207164962956,366
183,"Тягнибок",0.53909780396924,408
184,"Тягнибок",0.901852760273197,717
185,"Тягнибок",1.05404390060645,982
186,"Тягнибок",1.02034176243216,784
187,"Тягнибок",0.851471245292653,667
188,"Тягнибок",0.887183790912361,518
189,"Тягнибок",1.21457489878543,645
190,"Тягнибок",1.72550132808857,2553
191,"Тягнибок",1.56000532197978,1407
192,"Тягнибок",1.54322850646868,1534
193,"Тягнибок",1.68910736551279,1883
194,"Тягнибок",1.69711405542205,1596
195,"Тягнибок",1.53065002380071,1447
196,"Тягнибок",1.75000273951587,1597
197,"Тягнибок",1.35925640151447,1515
198,"Тягнибок",1.36076288438873,1016
199,"Тягнибок",1.32133055739567,1117
200,"Тягнибок",1.26740830774084,1366
201,"Тягнибок",1.29912348295126,1079
202,"Тягнибок",1.26064545047064,1350
203,"Тягнибок",1.15641018325678,1216
204,"Тягнибок",1.25853650421314,1513
205,"Тягнибок",1.58591388185309,1941
206,"Тягнибок",0.993468631916118,794
207,"Тягнибок",1.10412260704771,1206
208,"Тягнибок",0.9185451452248,1339
209,"Тягнибок",0.77037037037037,546
210,"Тягнибок",1.04677373908143,743
211,"Тягнибок",0.847339311603931,789
212,"Тягнибок",1.08339526655711,1035
213,"Тягнибок",0.971389074032931,787
214,"Тягнибок",1.32357649211068,1447
215,"Тягнибок",1.24020457887921,2260
216,"Тягнибок",1.23725371470826,2309
217,"Тягнибок",1.13184174082752,1937
218,"Тягнибок",1.29081923719319,1878
219,"Тягнибок",1.21333968220376,688
220,"Тягнибок",1.22360538726261,1152
221,"Тягнибок",1.21171778815851,2057
222,"Тягнибок",1.22064992595202,1871
223,"Тягнибок",1.09772639484015,1222
11,"Цушко",0.0221811989295783,31
12,"Цушко",0.0198997774843063,22
13,"Цушко",0.0191143676330041,21
14,"Цушко",0.0222866057499443,24
15,"Цушко",0.0195114699569819,21
16,"Цушко",0.0201574030253633,23
17,"Цушко",0.0216525611214144,23
18,"Цушко",0.0311871227364185,31
19,"Цушко",0.0214378256452319,23
20,"Цушко",0.0187054221325808,23
21,"Цушко",0.0331761203665513,37
22,"Цушко",0.0216455622434793,26
23,"Цушко",0.028355308697574,34
24,"Цушко",0.0569168576056975,39
25,"Цушко",0.0630928552780437,58
26,"Цушко",0.064179479309094,46
27,"Цушко",0.0807153596581467,51
28,"Цушко",0.0602031857519127,48
29,"Цушко",0.0731559187279152,53
30,"Цушко",0.066395140272121,67
31,"Цушко",0.0658608399194173,68
32,"Цушко",0.0515250494548466,56
33,"Цушко",0.0762736103901607,72
34,"Цушко",0.0648242469142336,49
35,"Цушко",0.0489257604764944,46
36,"Цушко",0.0646116570197873,72
37,"Цушко",0.061673156456333,51
38,"Цушко",0.0594759852666507,57
39,"Цушко",0.0784478531904462,56
40,"Цушко",0.0742586719025324,59
47,"Цушко",0.0832119825254837,4
49,"Цушко",0.0309134937400175,6
50,"Цушко",0,0
58,"Цушко",0.0625866154052483,14
59,"Цушко",0.056668690548472,14
60,"Цушко",0.0738770685579196,5
61,"Цушко",0.0848176420695505,15
62,"Цушко",0.126358352287086,10
63,"Цушко",0.036555103303316,52
64,"Цушко",0.0177512692157489,20
65,"Цушко",0.045280047248745,46
66,"Цушко",0.0333307191592816,34
67,"Цушко",0.0241340695833494,25
68,"Цушко",0.0339401419315026,33
69,"Цушко",0.032956394570434,32
70,"Цушко",0.0336108382025958,26
71,"Цушко",0.0382737384163951,33
72,"Цушко",0.0315189719966057,26
73,"Цушко",0.0313729591236487,24
74,"Цушко",0.0765662297887673,51
75,"Цушко",0.0463879617582169,41
76,"Цушко",0.0596026490066225,54
77,"Цушко",0.0511877650794977,49
78,"Цушко",0.0531923215319389,34
79,"Цушко",0.0566750629722922,45
80,"Цушко",0.0573857847213276,49
81,"Цушко",0.0693115554417105,46
82,"Цушко",0.0707986585517327,57
83,"Цушко",0.062010062010062,53
84,"Цушко",0.0139575999131527,18
85,"Цушко",0.011347963477016,13
86,"Цушко",0.00960193135990782,14
87,"Цушко",0.00502335861757171,7
88,"Цушко",0.0109715288825498,10
89,"Цушко",0.0157992145533336,14
90,"Цушко",0.00913471419762954,8
91,"Цушко",0.0286381144665435,40
92,"Цушко",0.0396574769031917,27
93,"Цушко",0.0337805231155294,28
94,"Цушко",0.030427321300342,25
95,"Цушко",0.0180599781379212,19
96,"Цушко",0.0264430828764915,41
97,"Цушко",0.0304570660393211,29
98,"Цушко",0.0412618899393378,57
99,"Цушко",0.0231436837029894,30
100,"Цушко",0.03267413270599,40
101,"Цушко",0.0368098159509202,30
102,"Цушко",0.0441918416950026,36
103,"Цушко",0.0447990442870552,42
104,"Цушко",0.0406233426240422,36
114,"Цушко",0.0461560976708057,41
115,"Цушко",0.066248930355812,24
117,"Цушко",0.0146069443131729,17
118,"Цушко",0.0097911227154047,9
119,"Цушко",0.015579123973875,13
120,"Цушко",0.0114192185448109,18
121,"Цушко",0.0102958588584834,14
122,"Цушко",0.0133981548826704,14
123,"Цушко",0.0102658111824015,14
124,"Цушко",0.00696996578380433,11
125,"Цушко",0.00833049339240411,11
126,"Цушко",0.00496897937163707,7
127,"Цушко",0.00961382023635207,13
128,"Цушко",0.00461029808870214,7
129,"Цушко",0.0617719731733145,63
130,"Цушко",0.0662243681593238,55
131,"Цушко",0.0596829640947288,50
