"","deputat","partia","perc_for","votes_for","tvo","oblast","year","tvo_pres","pres_candidate","pres_perc_for","pres_votes_for"
"2606","Бузина Олесь Олексійович","Партія ""Руський блок""",8.22,8190,223,"м. Київ",2012,223,NA,0,0
"2607","Куташев Ігор Вікторович","Партія регіонів",4.2,4186,223,"м. Київ",2012,223,"Янукович",17.6880916791231,21300
"2608","Шаповал Ігор Володимирович","Комуністична партія України",3.42,3409,223,"м. Київ",2012,223,"Симоненко",3.41886729779106,4117
"2609","Хмара Степан Ілліч","самовисування",3.24,3237,223,"м. Київ",2012,223,NA,0,0
"2610","Розинська Наталія Миколаївна","Радикальна Партія Олега Ляшка",1.94,1941,223,"м. Київ",2012,223,NA,0,0
"2611","Ліснича Вікторія Миколаївна","самовисування",1.76,1756,223,"м. Київ",2012,223,NA,0,0
"2612","Лебедівський Валерій Анатолійович","самовисування",1.34,1339,223,"м. Київ",2012,223,NA,0,0
"2613","Осадчий Євгеній Сергійович","самовисування",0.77,769,223,"м. Київ",2012,223,NA,0,0
"2614","Глущенко Артем Ігорович","політична партія ""Наша Україна""",0.68,683,223,"м. Київ",2012,223,"Ющенко",4.48015279853845,5395
"2615","Гладчук Вадим Федорович","самовисування",0.6,602,223,"м. Київ",2012,223,NA,0,0
"2616","Панченко Сергій Федорович","самовисування",0.52,523,223,"м. Київ",2012,223,NA,0,0
"2617","Колбун Микола Дмитрович","самовисування",0.51,512,223,"м. Київ",2012,223,NA,0,0
"2618","Юрків Віталій Євгенович","самовисування",0.39,394,223,"м. Київ",2012,223,NA,0,0
"2619","Голодняк Микола Володимирович","самовисування",0.29,292,223,"м. Київ",2012,223,NA,0,0
"2620","Супрун Юрій Михайлович","самовисування",0.28,287,223,"м. Київ",2012,223,NA,0,0
"2621","Гайдук Андрій Валерійович","самовисування",0.28,285,223,"м. Київ",2012,223,NA,0,0
"2622","Пархоменко Ігор Леонідович","самовисування",0.23,232,223,"м. Київ",2012,223,NA,0,0
"2623","Шум Олександр Вікторович","самовисування",0.22,227,223,"м. Київ",2012,223,NA,0,0
"2624","Швидкін Андрій Олександрович","самовисування",0.14,141,223,"м. Київ",2012,223,NA,0,0
"2625","Олексюк Федір Юрійович","самовисування",0.12,120,223,"м. Київ",2012,223,NA,0,0
"2626","Тарима Сергій Миколайович","самовисування",0.1,105,223,"м. Київ",2012,223,NA,0,0
"2627","Лебедєв Павло Валентинович","Партія регіонів",42.64,32076,224,"м. Севастополь",2012,224,"Янукович",56.3496121585309,51796
"2628","Белик Дмитро Анатолійович","Партія ""Руський блок""",27.8,20911,224,"м. Севастополь",2012,224,NA,0,0
"2629","Богатиренко Сергій Васильович","Комуністична партія України",16.08,12100,224,"м. Севастополь",2012,224,"Симоненко",9.75097640313754,8963
"2630","Тюлєнєв Сергій Анатолійович","політична партія Всеукраїнське об’єднання ""Батьківщина""",4.29,3233,224,"м. Севастополь",2012,224,"Тимошенко",6.51007952653967,5984
"2631","Рибаков Микола Сергійович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",3.41,2571,224,"м. Севастополь",2012,224,NA,0,0
"2632","Єрмаков Іван Федосович","Партія Наталії Королевської ""Україна – Вперед!""",1.66,1249,224,"м. Севастополь",2012,224,NA,0,0
"2633","Кондратевський Сергій Михайлович","Політична партія Всеукраїнське об’єднання ""Громада""",1.57,1186,224,"м. Севастополь",2012,224,NA,0,0
"2634","Варданідзе Людмила Іванівна","Народно-демократична партія",0.93,705,224,"м. Севастополь",2012,224,"Супрун",0.390561255018005,359
"2635","Донець Григорій Григорович","самовисування",0.85,644,224,"м. Севастополь",2012,224,NA,0,0
"2636","Голік Олександр Олексійович","Народна Партія",0.71,540,224,"м. Севастополь",2012,224,"Литвин",1.57638790674398,1449
"2637","Колесніченко Вадим Васильович","Партія регіонів",43.01,30381,225,"м. Севастополь",2012,225,"Янукович",55.8934649724663,62727
"2638","Пархоменко Василь Михайлович","Комуністична партія України",20.3,14338,225,"м. Севастополь",2012,225,"Симоненко",9.87828132518311,11086
"2639","Зеленчук Василь Васильович","самовисування",11.33,8007,225,"м. Севастополь",2012,225,NA,0,0
"2640","Помогалов Микола Миколайович","самовисування",9.45,6680,225,"м. Севастополь",2012,225,NA,0,0
"2641","Печенева Юлія Миколаївна","політична партія Всеукраїнське об’єднання ""Батьківщина""",3.19,2260,225,"м. Севастополь",2012,225,"Тимошенко",6.53680965195231,7336
"2642","Дємєнок Олексій Вікторович","Політична партія ""УДАР (Український Демократичний Альянс за Реформи) Віталія Кличка""",2.75,1947,225,"м. Севастополь",2012,225,NA,0,0
"2643","Васильченко Федір Анатолійович","Партія ""Руський блок""",2.04,1444,225,"м. Севастополь",2012,225,NA,0,0
"2644","Пермінов Олександр Павлович","самовисування",1.15,816,225,"м. Севастополь",2012,225,NA,0,0
"2645","Хвальков Олександр Петрович","самовисування",1.08,769,225,"м. Севастополь",2012,225,NA,0,0
"2646","Тітова Олена Володимирівна","Партія Наталії Королевської ""Україна – Вперед!""",1.07,758,225,"м. Севастополь",2012,225,NA,0,0
